,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,23,9.777319076028498,78,-5.186578042987033,,,,,,,,,,,,,,,,,,,,,
1,78,8.545082168367156,87,-7.897278246354396,,,,,,,,,,,,,,,,,,,,,
2,14,-9.152217114903205,76,-2.7602000556076796,,,,,,,,,,,,,,,,,,,,,
3,95,9.158198153402385,97,4.873903797567802,True,-1.1508900301446363,257.5985504068482,250.0996589550326,75.03107539715582,172.2586452382935,249.51378492056884,0.0007916702794156579,166426.08309948895,0.09689554523281857,0.5998624794097378,4.923072690133328e-19,,,,,,,,,
4,74,-6.379763126539881,80,-0.39693526094922404,,,,,,,,,,,,,,,,,,,,,
5,20,4.667151854524871,40,0.028934328155671096,True,-0.9051863444105851,248.4534492860887,,,,,,,,,,,,,,,,,,
6,39,8.69985124374007,92,7.483601340995534,True,-1.238612892589244,189.68572741258293,,,,,,,,,,132.34001715681117,195.76406622659954,231.96406622659953,131.83593377340048,0.0008257717049407824,104249.0658341402,0.12299463623411191,0.6003321035385026,6.082077372002312e-17
7,59,-1.8504523202724936,83,1.5379740130907216,True,-0.33111537852096606,272.4940806837885,,,,,,,,,,,,,,,,,,
8,5,-7.708912087763149,62,-1.260959780087651,,,,,,,,,,,,,,,,,,,,,
9,10,8.189724056958852,64,2.6874555429340283,True,-1.1139708053907662,260.3255946372647,238.98448942233955,1341.5259055651434,1422.1629527825717,237.96852360871415,2.0590333874192658e-05,83161.75214515516,0.13099748851335516,0.5810433442068308,1.8301979218678458e-22,258.0523439749622,80.12582862252125,1315.5051657245042,249.79483427549576,0.0009317063518165669,375067.0813277295,0.37302311915858216,0.6017296748199376,3.10638174349317e-19
10,47,2.9389219822901307,75,1.4033647052383067,True,-3.0929884029515624,264.94956830468817,256.3683715356825,63.03318591772285,315.9,250.2556046940924,0.0025231300917224904,19376.031358385328,0.3090549968357882,0.6168845778152038,8.383704134185998e-12,,,,,,,,,
11,63,-9.4348250447333,83,3.2527899742247346,True,-2.193704054333941,,,,,,,,,,,,,,,,,,,
12,8,4.127365430067222,64,2.296546696941025,True,-1.079078709451185,260.9531529284615,251.79936846432423,75.02330807198021,174.51398484318813,251.19533838560397,0.0007702308506322306,177509.13650918557,0.09805613311481932,0.5995618113295137,3.2970666769034915e-19,,,,,,,,,
13,39,6.879887959257566,84,0.9524660421708724,True,-0.4423071338161268,187.65902231248765,187.2651502098175,25.307732336267566,203.20386616813377,180.19613383186623,0.004457649849601431,9121.714630833698,0.3810954761398114,0.6292411932613075,9.382663391239038e-09,,,,,,,,,
14,9,-9.233216715771722,81,2.5759760700493963,True,-1.093342897347409,258.4463750444546,251.02956458931425,75.36220341640553,172.85732204984333,250.4475593167189,0.0007660812252461462,180715.8637306466,0.0963993589929364,0.599503115058408,2.8995729445571553e-19,,,,,,,,,
15,32,6.242657769726314,51,-4.828083326420442,,,,,,,,,,,,,,,,,,,,,
16,24,7.143498847817028,86,-5.0537310578377355,,,,,,,,,,,,,,,,,,,,,
17,5,8.358553097483409,84,0.06136001352741971,True,-2.0257773407390434,135.92736164950747,,,,,,,,,,,,,,,,,,
18,60,-6.030485607012832,73,3.4998655668937673,False,,,,,,,,,,,,,,,,,,,,
19,27,-4.045436529718676,40,-0.15928892822811136,,,,,,,,,,,,,,,,,,,,,
