,n1,a1,n2,a2,EWSB,chh,Tres,Tc_2,phi_false_2,phi_true_2,Tn_2,alpha_2,beta_2,vw_2,vJ_2,SNR_2,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,29,9.708443933254514,76,-9.616917902335816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,9.308081557819968,56,2.9947866178843086,True,0.4084927421143032,194.25899365998913,148.41784249555542,53.1,208.5,135.96150407800528,0.0025405444597099217,7624.2733068113075,0.5849763133073788,0.617015597022712,6.172303612528533e-07,,,,,,,,,,,,,,,,,,
2,2,8.345887652059261,11,-6.909262641828155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,-9.431495403152024,34,-8.092515942417258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17,-5.946727555348019,89,-2.6450934637711683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,79,2.4319830197127406,88,-2.339030982677901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,58,9.601014897746445,76,6.66482431078424,True,-1.461303965420728,255.66971639186522,,,,,,,,,,248.37861512387354,65.64295250505474,187.86577150303285,247.41140949898906,0.001192498389938537,87261.08769497946,0.12497179421805442,0.6048499182123296,7.001089292704934e-17,,,,,,,,,
7,23,-4.738544515811618,68,0.6036804981110748,True,-0.24032634887098567,273.31614541181955,,,,,,,,,,261.63238789782525,100.56205360816116,154.76205360816115,261.43448659795973,0.00024829608537425385,563710.3833206872,0.054969950649349904,0.5900720266827625,1.0344952773407787e-23,,,,,,,,,
8,81,-6.665596632625905,97,0.4386187650859181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,19,-5.782215786807969,49,-3.4751086656435026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,22,7.483402891648879,86,-7.440799593204275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,7.808198041270348,3,5.685275776221896,True,-0.7042854580730372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,15,4.041793104946832,71,3.2982784233332474,True,-1.135044288960307,259.3697607072093,,,,,,,,,,237.28417819555224,1034.2196188415203,1122.4278475366082,236.03607623169597,3.2276795461821935e-05,64102.0967373575,0.14572056541576345,0.581970332477272,3.832453607002032e-21,253.42565543987482,75.39728270245759,1007.5194565404915,250.3805434595085,0.0008796918470951118,3019584.8079162287,0.22315906929436166,0.6010544604582853,1.8614334153380622e-24
13,22,-9.524567724380972,69,3.2803662157428253,True,-0.7153066555389045,264.3019324098113,,,,,,,,,,254.75929370436768,83.55426360238488,166.63255816143092,254.28914727952304,0.0005259563409826081,193670.87477792284,0.08603117734837543,0.5957696241531922,5.054075432599892e-20,,,,,,,,,
14,65,-9.624674729870621,77,-1.8915974318294904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,74,-6.9489154480016975,86,6.718989116751743,True,-0.34076105167961485,273.39164466470976,,,,,,,,,,260.2209881281438,100.84121309955383,153.45590982466535,260.01469672511155,0.0002520557255996723,388203.8027169297,0.05628217492725163,0.590166878975121,7.265560649463283e-23,,,,,,,,,
16,35,2.4266098263642792,74,-2.0635241025244477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,39,-2.9566925583848764,82,-0.8051287625031378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,38,-9.388296016264448,61,8.265639963897566,True,-0.4474503117575537,272.29042986944734,,,,,,,,,,258.9361809038308,94.64372885092358,158.5437288509236,258.6890677872691,0.0003334173401939066,568744.3814078565,0.06179592057539177,0.5920655901603686,3.1083229942423634e-23,,,,,,,,,
19,32,-1.1683069258336296,78,-0.9600100136400265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
