,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,71,-6.184228668400571,82,0.08989215515675042,,,,,,,,,,,,
1,14,-4.642790175338791,40,3.630747147519921,True,-0.792538152762962,263.02253445902926,254.72973505486053,80.86880684055613,170.23440342027806,254.18853219324066,0.0005882619466233705,162319.29773819554,0.09228582800578505,0.5968113225454208,1.9470752443635146e-19
2,41,-8.917478386990766,42,-0.09431235726346543,,,,,,,,,,,,
3,66,2.2947385096223787,95,-0.976439840493569,True,-2.906904265640224,,,,,,,,,,
4,60,8.046807962354965,94,5.900595860537226,True,-2.3563995911167135,256.98033262954516,,,,,,,,,
5,5,5.423488106101752,54,-4.062887417409653,,,,,,,,,,,,
6,35,-5.525780430309295,36,2.2725304251789993,,,,,,,,,,,,
7,16,-7.515395059559442,92,-0.5974149288199211,,,,,,,,,,,,
8,70,-7.098477192913095,84,4.59344689419555,True,0.3392647674270559,302.4536321905643,,,,,,,,,
9,38,8.75800619680291,51,-6.6254281044357555,,,,,,,,,,,,
10,44,1.7488495282522294,74,1.2317181892551368,True,-2.465381514633726,259.08458048838116,173.27188663854454,379.61159051636326,413.00579525818165,172.99420474181838,0.0001324065022373235,766334.4268356337,0.07988980607550893,0.5866687882208425,2.295284965719634e-24
11,54,8.838550099524195,98,-6.2336890046097775,,,,,,,,,,,,
12,81,6.942614080748733,81,6.463750394404162,True,-1.108441490404928,258.7681229258711,,,,,,,,,
13,97,9.44803949713474,98,4.496890962337872,True,-1.163012872093462,257.95222196340296,,,,,,,,,
14,8,-5.610558025761609,46,-3.6712947866533323,,,,,,,,,,,,
15,88,7.909513337316575,93,4.58045493695241,True,-1.146599864936877,257.9159449605494,,,,,,,,,
16,18,3.0768253625377397,89,0.1455779458552513,True,-0.3481156623000545,155.2807959701927,154.45604085581962,20.2,216.6,144.65133074448852,0.008899254624049653,7996.139908191468,0.48229002152414596,0.6491109667845865,7.393582089839099e-07
17,67,6.371271162223252,74,-1.7129871061155182,True,-0.940923292274924,265.9459798207684,254.3277950172607,86.06116116108183,165.64587087081136,253.88470970972955,0.000546747747498071,199350.74823259795,0.08345905848746588,0.5961240107065893,4.679073763209937e-20
18,63,-6.85333450308637,79,4.0295643770171115,True,0.3109668773985027,299.6550946072269,,,,,,,,,
19,4,-9.364574176988427,19,3.66493693524035,True,-0.8378124937848049,261.65543598063414,254.5472252034958,78.45457814887868,173.01274688932722,254.02908437022427,0.0006353056828541595,228697.61527109338,0.09033744830218882,0.5975604567910281,4.330506395287869e-20
