,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,21,2.6877243809265607,89,-1.5116971471432539,,,,,,,,,,,,,,,,,,,,,
1,69,-7.199512042588716,98,-1.27816959597477,,,,,,,,,,,,,,,,,,,,,
2,40,6.725207465139675,79,1.0114473087796725,True,0.2618641535267245,199.11594229967068,196.73346333011463,30.721567217985136,205.3,190.88921639100744,0.00423548354121707,12778.26782669314,0.34023983478816566,0.6279970114223907,9.040310732368763e-10,,,,,,,,,
3,75,-1.7532769017505458,79,-0.8814176805217961,,,,,,,,,,,,,,,,,,,,,
4,56,9.233914799065285,70,3.6300958961314738,True,-1.308540837062402,256.6848961806944,249.24178852086902,65.79809235530512,185.55885541318307,248.38038152893898,0.001083215503366007,115360.43505228733,0.11777636745702957,0.603591003868373,1.1544855744750194e-17,,,,,,,,,
5,88,-1.1132606696346254,94,0.17325771633479192,,,,,,,,,,,,,,,,,,,,,
6,51,8.184749107321451,90,7.09709899605453,True,-2.260614368449271,257.1147548456113,255.5169848557931,63.915820030135215,361.3,247.2947266566216,0.001717493673226424,16408.755250883525,0.3641585013058315,0.6101836280770788,1.0339899734270455e-11,199.91854071733394,391.0436700121006,431.24367001210067,199.55632998789937,0.00012033874496545117,186494.74673491457,0.08493022748020743,0.5862374177663328,1.250030221975731e-21
7,62,-7.862199449824332,67,2.9739044284333787,,,,,,,,,,,,,,,,,,,,,
8,47,-8.380345088216824,52,4.8410069788179495,,,,,,,,,,,,,,,,,,,,,
9,40,6.5066508825131635,61,6.071041674012157,True,-1.772400817408299,256.8907963757748,,,,,,,,,,,,,,,,,,
10,74,1.6888910824330274,94,-0.9536724567892829,True,-1.0840861857058648,,,,,,,,,,,,,,,,,,,
11,52,-9.033777989992377,53,7.446794521127458,,,,,,,,,,,,,,,,,,,,,
12,3,-7.74747272190732,97,7.006854645792778,True,-1.1666965999346501,257.34535240708084,249.76313424264265,75.12639832165009,171.79479874123754,249.1684004195875,0.0007954406733329113,157276.83577378019,0.0976810857380832,0.5999149150154172,6.741277528679127e-19,,,,,,,,,
13,17,4.523086871732755,21,-2.770647926996716,True,-0.3360794924646497,,,,,,,,,,,,,,,,,,,
14,52,-5.700017602570968,90,0.1158175902151406,,,,,,,,,,,,,,,,,,,,,
15,21,5.9429197172989525,72,3.8742397214840167,True,-2.1907101779990543,195.11490978157647,,,,,,,,,,117.92773453412993,323.2,359.9762275534937,117.32377244650631,0.0006078633471077769,67799.22039281651,0.1425356609904578,0.5971271021088932,3.77448111584412e-16
16,55,7.919036036884204,94,-5.799551154173647,,,,,,,,,,,,,,,,,,,,,
17,8,5.629049676412876,95,-2.610536725135802,,,,,,,,,,,,,,,,,,,,,
18,33,7.255520998243718,33,-4.610765241654347,True,-1.011645299451805,261.48997103079125,253.03738186727733,75.64848957548837,175.88909374529302,252.37030208490233,0.0007431490364435326,128540.73631018464,0.10285916888706172,0.5991757121598815,1.5811724850732227e-18,,,,,,,,,
19,23,-8.245802850747971,91,-6.858082660482026,,,,,,,,,,,,,,,,,,,,,
