,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_2,phi_false_2,phi_true_2,Tn_2,alpha_2,beta_2,vw_2,vJ_2,SNR_2,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,60,4.002598986061095,79,-0.4417276421758629,True,-0.8281483620315907,295.18942051797484,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,47,-5.620077368507355,72,-3.6464858956575057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,-6.133958843171294,41,5.654153262941357,True,-0.6898203723823756,265.3240546738918,255.96410779691,84.25910785060337,167.43546471036203,255.48817842987933,0.000513276035619453,177061.43869159205,0.08634342568738926,0.5955499241060446,7.255677121777327e-20,,,,,,,,,,,,,,,,,,
3,16,9.554470404760448,85,2.293941511519794,True,-1.7363344481676646,149.87991171783196,,,,,,,,,,92.77097557853016,223.8,268.9,73.80138376792371,0.0003536954069824175,12858.040792449046,1.0,0.5925004583520166,3.4712873539812904e-11,,,,,,,,,
4,5,-3.37335828759763,30,-2.2034321068595153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,36,-9.308153990234233,70,-3.582752962955926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,17,6.477223209730035,32,-1.1678255070860644,True,-1.4699254796520913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,72,4.868298623922783,97,-1.9768485727538128,True,-1.6236136771576943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,60,7.4492886344677665,98,-0.7949786375290024,True,0.5828972604968847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,37,-9.079459007563152,75,3.81682253087601,True,-0.3183352025251321,271.85728853880397,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,2.6786275155473405,64,0.8755562399751433,True,-1.067313294569473,261.16339685661217,251.8499599118545,75.25018407821919,174.2501104469315,251.24996318435618,0.000762131021799607,178236.42742829598,0.09773034357252608,0.5994470855411085,3.1072163411235823e-19,,,,,,,,,,,,,,,,,,
11,14,6.650014595912225,21,-2.474659998263558,True,-0.6121110935608807,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,56,5.423893573271831,78,3.0335334820574484,True,-1.7468759636532027,257.62960105166906,249.15326511818188,62.88401556140652,324.2,246.0789961096484,0.0014702215605688366,35302.70339645678,0.2242357416537348,0.6077984840148768,3.965768626529133e-14,,,,,,,,,,,,,,,,,,
13,16,5.3989398443190275,92,0.4461266647510147,True,-5.338629535230917,151.02524428832294,,,,,,,,,,,,,,,,,,,146.11391081617404,212.7427874963637,272.3,120.55721250363632,0.0005673761329741038,2181.941364870884,1.0,0.5964687910635789,4.344383219137639e-08
14,65,9.859329831626933,87,2.8394264397021978,True,-1.5519471970846845,255.03814740408774,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,63,5.296696654036765,90,0.5463798713760113,True,-1.4111529750817127,251.53566264677366,245.81205912556678,51.665076529593144,206.52169217653105,244.43915391173448,0.00160440685829875,73590.55230140504,0.14998488784559785,0.6091171373125037,5.943436171721135e-16,,,,,,,,,,,,,,,,,,
16,14,-9.456860094739781,26,-2.8100800076655634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,21,-9.925468580797801,60,6.1215640160471665,True,-0.7716321361236473,265.74515476238986,254.6132863294272,81.78964100063443,168.79482050031723,254.10172649989428,0.000567484259919901,172330.67485120916,0.08978447566714719,0.5964705810323949,1.2332880154912639e-19,,,,,,,,,,,,,,,,,,
18,16,-4.324969678728383,40,-0.45115707564728424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,28,-4.012162696553149,62,-0.49157961419464336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
