,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,63,9.05236222003106,94,-7.4919723792723065,,,,,,,,,,,,
1,19,-6.094156451601249,83,2.333544977613805,True,-0.9812738532627484,259.18114302803224,251.76380115831097,77.5866273342762,171.01197640056571,251.16267453314478,0.0006931596659363703,144239.98264431633,0.09785441527141606,0.5984432862299078,6.671116277257503e-19
2,42,-5.017220484924943,92,-0.7328965912983207,,,,,,,,,,,,
3,20,-8.262595751432347,37,-5.694263593140933,,,,,,,,,,,,
4,66,-7.731499537705857,81,0.7084889024920216,,,,,,,,,,,,
5,39,9.77052713791938,59,7.544014630860389,True,-1.883849657111627,258.3261118018663,252.7140944011244,62.41739383333899,338.5,247.34565154166526,0.0015397785617824809,27678.59617863182,0.2957215486214109,0.6084896444938317,2.9704213879172546e-13
6,5,-6.475683584926584,20,-1.7422505688625751,,,,,,,,,,,,
7,36,2.3459831071696886,59,0.10344782106590955,True,-1.053270270334014,244.33330329518492,,,,,,,,,
8,62,8.419173467404466,95,-6.560914647327072,,,,,,,,,,,,
9,67,-6.019184343130952,79,-4.592564867675215,,,,,,,,,,,,
10,19,-9.943251769888954,58,-8.071900562999186,,,,,,,,,,,,
11,9,8.637740615389184,17,-1.4071264155535559,True,-1.2565631516742992,,,,,,,,,,
12,31,-5.926931000736733,98,-4.398064568473359,,,,,,,,,,,,
13,32,7.442935179364149,64,-1.357277746780925,True,-2.1832783669566957,,,,,,,,,,
14,9,4.044174392523335,13,-1.039249657329787,True,-0.5075850303228484,,,,,,,,,,
15,87,7.325145906104911,95,4.6267372097572075,True,-1.177293791907041,257.1956994639197,249.89488015065217,73.73622795045556,173.84173677027331,249.2527544099089,0.0008307868981899291,142201.75734013176,0.10150807314716004,0.6004003102884593,1.3622563561939325e-18
16,9,-2.7562394326500446,39,-1.6230163599144802,,,,,,,,,,,,
17,8,6.802617359038198,89,2.884846666852603,True,-1.1360416367667747,258.14015226258203,,,,,,,,,
18,16,-8.754914703014904,42,2.3749827905665732,True,-0.3886831679459829,271.244288193025,259.6605043023192,94.88778900097739,159.2502312007819,259.36244219980455,0.0003269621842236086,266738.03788676206,0.06776931900862072,0.5919243216211715,1.4634923594927711e-21
19,24,9.188409977944737,96,6.379901422682746,True,-1.2866156498100916,257.17060258030966,,,,,,,,,
