,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1,Tc_2,phi_false_2,phi_true_2,Tn_2,alpha_2,beta_2,vw_2,vJ_2,SNR_2
0,58,-8.826001227710812,72,-1.3405291900690344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,9.638204103601442,43,-8.432095652689423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,39,-9.449006568910992,51,5.923852954803312,True,0.07555873044166428,288.62949023315576,268.42317505649396,115.202480503868,145.70496100773602,268.348759748066,0.00010664496695476419,2123222.8392719743,0.03325244618723921,0.5857203620744416,4.056807628318045e-28,,,,,,,,,,,,,,,,,,
3,26,8.795798105527524,43,-0.6399649210581071,True,-0.9735840877574043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,-9.746707519282136,61,1.8611947049600719,True,-1.0573898437409799,261.60579975215876,252.0680180256191,75.40685784415255,174.58411470649153,251.4386284311695,0.0007586678635871017,147743.46221142277,0.10005991622859293,0.599397839695492,8.107295057945611e-19,,,,,,,,,,,,,,,,,,
5,21,7.265702757865526,40,2.591756935784737,True,0.6318300525884016,202.01548673148872,183.83316571079652,44.097405483847815,195.0,178.9025945161522,0.004471836250274524,14266.818138809162,0.32326699772807466,0.6293194608207742,6.42147830196399e-10,,,,,,,,,,,,,,,,,,
6,1,9.604251259436698,47,2.29416003714449,True,-1.0321786224621339,260.95640335406415,252.62962631032585,75.22616768047924,175.09570060828753,252.03476646390416,0.0007504200938345556,176667.131160311,0.09717690097073683,0.5992800835716736,3.036017029252785e-19,,,,,,,,,,,,,,,,,,
7,46,6.725175112475235,74,-1.3484890506015628,True,-0.9473330599969755,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,6.568561745425331,62,-5.5767893328851486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,54,7.902328265225602,70,5.26196801695926,True,-1.4181367713915731,255.47063818668744,248.70416491334402,65.82823916457518,187.4969434987451,247.73435216708498,0.0011605985446071923,85531.38144035047,0.1251028995903507,0.6044889471799162,7.106778210177783e-17,,,,,,,,,,,,,,,,,,
10,19,-0.9657510822791178,98,-0.6373071550609559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,29,9.094822974161517,71,5.42566762143702,True,-1.3494379304635296,187.63907940862674,160.09431424758947,43.1,187.3,156.23891192689916,0.004544286372734493,54536.229356798154,0.30615940182919366,0.6297170421279655,1.1421391870964029e-12,139.69915126972117,194.27412758674666,298.1258724132534,136.82587241325336,0.00029850566706083145,614907.5831650004,0.2831414250866758,0.5912837953959883,2.2553292914058963e-21,,,,,,,,,
12,27,7.411197152398628,96,5.141726173809062,True,-1.3422084392209919,256.9598984860682,,,,,,,,,,243.35963522486625,726.6377741443766,806.3688870721883,242.3311129278117,4.92653920190312e-05,80848.72147422832,0.12988106859664478,0.5830526897609967,4.314223378922194e-21,,,,,,,,,
13,23,8.555173208647297,92,4.364584444265532,True,-1.3194532147878548,258.4841888037879,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,9,7.277990860616423,29,1.3127341390092866,True,2.942964313398362,208.4689337742818,166.10818131392915,28.8,127.6,162.16432237751656,0.00614834524994293,17754.46379603122,0.30385917635933446,0.63774635925597,6.360547014479556e-10,165.54015282883967,128.9,213.4,153.06501330212734,0.001202453494199782,4605.413796779743,0.5117921388026417,0.6049615247298805,4.2742813118750893e-08,,,,,,,,,
15,65,-5.142038680600384,82,0.9775581576230579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,37,-6.747647851791001,80,-3.607358021762604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,10,8.723776461900066,36,3.0653196303609214,True,-0.2544809721377583,189.4228122386866,,,,,,,,,,,,,,,,,,,141.8500406884515,59.0719003058481,210.3719003058481,112.0280996941519,0.0027335904160945166,475.47199481284713,1.0,0.6184362415878333,0.0006762440767482334
18,14,-4.894467501845863,87,-4.358596478285639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,4.98334990725686,74,-0.572146077971956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
