,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,10,-4.571622766851231,62,3.5475646329676565,True,-1.0361448513023392,260.6743639452855,252.2036641296158,75.53023797509431,173.9981427850566,251.63395240498116,0.0007446865750384469,158596.63312859103,0.09505860598157104,0.5991978264401502,4.881961444082381e-19
1,23,7.063688375093641,96,6.937767226910239,True,-1.231089214137713,257.3834744658475,,,,,,,,,
2,61,2.2008999944389966,78,-1.071188792471414,True,-0.46144676943802737,,,,,,,,,,
3,17,-5.606257671682342,27,-3.711173042923246,,,,,,,,,,,,
4,36,-7.681621500347471,92,0.7811415448423382,True,0.12008791377789445,287.57260408804854,269.08827020283826,115.26538285946339,146.15384381261782,269.01153904684554,0.00010600042442739505,961695.162031752,0.03373809553054743,0.5856952171639657,2.027582116025063e-26
5,46,7.0111193232391535,93,-2.8490253992779397,,,,,,,,,,,,
6,43,9.414045399393821,56,1.817165402237178,True,-1.2984935881182007,255.45080433969318,249.05582192082852,61.8366997351447,191.70201984108684,248.03266005297107,0.0011827792639249365,89184.07188267884,0.12850086097596197,0.6047404830482906,6.421872002967814e-17
7,5,5.394017293563518,68,1.2784355927011433,True,-1.074094776574596,262.4278732113109,251.78893312955364,74.92638053678981,174.09582832207388,251.23472389264205,0.0007658449907178018,225673.87483221214,0.09394627085990852,0.599499768554434,9.069165781365e-20
8,35,4.3738709038148205,94,3.865784972787928,True,-1.7309112404881857,190.52391698747735,,,,,,,,,
9,5,6.29271619667151,22,5.4477947241021525,True,-1.080236088729933,259.72489535275093,257.5543604438729,60.18636696857466,981.0022721719042,254.60227217190425,0.0009460893778534887,7454558.34353563,0.21736499228064046,0.6019128836531082,2.2653086634659258e-26
10,34,-7.401157169317303,85,-4.064620609144374,,,,,,,,,,,,
11,50,-9.696538112695324,88,-5.327268217853634,,,,,,,,,,,,
12,1,4.6036608784559725,26,-1.0788001211205973,,,,,,,,,,,,
13,38,-3.069003341589851,94,-2.0312370380694773,,,,,,,,,,,,
14,10,8.009136191178378,52,-1.021879200328332,,,,,,,,,,,,
15,36,-1.2062372831096653,62,-0.22842161135811523,,,,,,,,,,,,
16,56,7.0114512532924245,80,-3.9633378325743447,True,-0.6449707133597903,,,,,,,,,,
17,41,7.282783913776132,65,1.9641754120587507,True,-3.2796732847234207,279.59859020956617,257.1946540386202,65.80237916383221,282.1,253.7976208361678,0.003412271640683515,35432.50996073015,0.2291437114778056,0.6230415526601634,4.75378324703849e-13
18,23,-5.938659346994659,56,0.5329756635253009,True,0.3203910278842931,297.5655867351831,,,,,,,,,
19,23,8.123952771717061,37,-6.841255602437,,,,,,,,,,,,
