,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1,Tc_2,phi_false_2,phi_true_2,Tn_2,alpha_2,beta_2,vw_2,vJ_2,SNR_2
0,86,-9.804759530696089,96,-2.463494613398149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41,5.53607917710897,80,4.806347450296482,True,-2.0491135242808585,258.6729029224155,257.28599550976645,63.60392638647756,382.20130879549254,247.99869120450748,0.0015894926339458737,16265.773393961535,0.38742280362593473,0.6089735397718603,1.0704560575666847e-11,224.56428144637468,401.4476713837932,447.1953427675864,224.15232861620683,0.00010688688426143913,176873.30893746976,0.08541334717978247,0.5857297798444129,7.867091531274305e-22,,,,,,,,,
2,48,9.12820058467932,89,4.838108076666847,True,0.41810275706840677,200.49965762943978,176.0696540297211,45.73515927005765,192.5,171.86484072994236,0.004484098674287768,18553.49862207361,0.3054249212662305,0.629387002735881,1.7096537963561078e-10,,,,,,,,,,,,,,,,,,
3,25,-9.444736561309185,40,-7.781588999633069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,23,4.615015740168358,80,1.500650086123569,True,-0.48823297432789703,192.6795551573684,,,,,,,,,,,,,,,,,,,143.73700249496937,58.2,209.51911968999906,115.88088031000096,0.002767216972904144,792.2768990558918,1.0,0.6186785185559781,0.0002553333921641508
5,52,9.550508537694647,76,-7.279569789186773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,-9.540757789833167,97,-0.2468557551703583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,40,-0.5642427160675858,46,0.29493436857056565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,41,4.0107260954994395,70,-3.494562574121769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,18,4.741613328902925,24,-4.359715818280538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,4.840321662528542,84,3.4630745899986533,True,-2.4106027436259656,261.4478728350687,254.34774374788847,62.15904243271658,338.8,247.63523939182087,0.0018917689618508694,20125.6179575248,0.3280487828425176,0.6117564050630968,3.586265152420064e-12,,,,,,,,,,,,,,,,,,
11,2,9.164668578963646,52,-1.8197028446114487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,-4.273007056824529,99,1.7104846681079362,True,-0.9612339935957823,259.5584014488185,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,55,8.276349682044106,58,2.3034943359049347,True,-1.057828082720713,261.94143996503874,252.1448011190978,74.59412750382151,174.9564765022929,251.58117449923571,0.0007673530934130089,150090.6652777597,0.09463062700212949,0.5995211230243129,6.972996409494815e-19,,,,,,,,,,,,,,,,,,
14,54,-9.93991953879329,62,-2.6330753488277603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,33,6.0496863166419,54,-2.0008054997352076,True,-0.9592180381170502,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,4,7.598028573174631,54,7.214245966070962,True,-1.0440859057349163,260.55629962619673,252.3907955767149,75.30255047193596,174.96153028316158,251.77948990561282,0.0007549057276343869,163084.67049551502,0.0985450197380562,0.5993442095592424,4.734777812277712e-19,,,,,,,,,,,,,,,,,,
17,59,-9.4933212528386,81,2.162958049753879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2,-9.144578481577316,29,-8.92885557301659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,38,3.9103992689571,64,-2.001665430237429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
