,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,20,-1.7763083666610129,73,1.7010850626807326,True,-0.9906240863334663,261.99179343833435,,,,,,,,,
1,37,-9.673751384616619,43,-3.8842993798310177,,,,,,,,,,,,
2,6,-6.784269606218563,66,-6.003873446926904,,,,,,,,,,,,
3,26,8.355178990418231,75,-4.123204718340514,,,,,,,,,,,,
4,45,-9.227660772023231,57,2.541728950060305,,,,,,,,,,,,
5,63,-5.836941966947602,99,3.5520958974233388,True,-0.22310703474448929,275.61354648207595,,,,,,,,,
6,25,8.532596276692082,77,-5.211827078204259,,,,,,,,,,,,
7,38,-4.3406752867634,95,1.05858008881758,True,-0.34335840404197565,270.728385333061,259.3544052021609,97.19521741117178,156.19641305837882,259.1011956472071,0.0002913599860090982,321534.9028804796,0.0624882331466549,0.5911180869901792,3.5246556068041548e-22
8,12,9.278116927171865,28,1.9053846202593192,True,-0.6881499257461635,179.60695518705617,176.78354079787053,33.081322662812546,190.6,169.91867733718746,0.004493781612668797,9037.187573279958,0.38661597685066246,0.6294402407740644,1.2551232142702152e-08
9,57,7.3309826159339835,65,-2.2117298804599717,True,-0.7923341850487879,283.1480022181361,259.0064286494179,104.3244123518579,150.84882470371582,258.8877938240711,0.0002652072086965932,2341805.762753302,0.0427496985565309,0.5904931075254759,6.902657773963688e-27
10,16,5.197265842575058,67,4.566352169990559,True,-1.1462048148677413,258.69582023166794,,,,,,,,,
11,81,5.076924647149298,94,2.0552666524897933,True,-1.2378174622204037,256.2800116058802,249.27957763906568,71.20181011829108,176.98108607097464,248.5396379763418,0.000916350703602152,113413.18061512079,0.10911363984087331,0.6015324361651818,6.5169723109603606e-18
12,40,-7.5922730621599115,97,-6.58561849780638,,,,,,,,,,,,
13,64,7.651277515303434,91,-3.3502367725545046,True,-2.5343162692465993,,,,,,,,,,
14,17,7.414174513942321,42,-2.442576660752371,,,,,,,,,,,,
15,5,-6.893742561233922,16,-0.7476940587352168,,,,,,,,,,,,
16,28,-7.721177114510751,34,0.10220708635023712,,,,,,,,,,,,
17,85,-2.698224979603994,99,-2.0865112155642374,,,,,,,,,,,,
18,58,-3.6484619692154308,98,-1.688352440647856,,,,,,,,,,,,
19,42,-9.686845968169742,83,-6.105880483991621,,,,,,,,,,,,
