,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,5,7.097476999837454,60,-4.567289722945132,,,,,,,,,,,,,,,,,,,,,
1,27,8.065363396895137,30,-6.747875430885218,True,-0.28278634524831053,,,,,,,,,,,,,,,,,,,
2,10,-2.3052690826823152,73,0.2303196791733857,True,-0.996991295247778,261.75026341424615,252.00477410578983,76.61277196324322,172.07021757059456,251.45744560735136,0.0007110949739396641,206771.6634828357,0.09332920457072844,0.5987091341469074,1.1018799243406128e-19,,,,,,,,,
3,2,6.570114053491714,95,-1.502229133869955,,,,,,,,,,,,,,,,,,,,,
4,30,3.4693859584084095,74,-2.014283861471398,,,,,,,,,,,,,,,,,,,,,
5,27,-9.489128995926562,33,-4.398247710465428,,,,,,,,,,,,,,,,,,,,,
6,46,-6.684017468931163,83,-3.985133245745624,,,,,,,,,,,,,,,,,,,,,
7,13,-7.404232640073465,47,6.385575161611033,True,-0.9207809212228973,263.36193199872895,253.46257196617788,77.52518709063807,172.81511225438285,252.8949625818724,0.000675338313626691,172528.66499468515,0.09478035454421528,0.5981755617086186,2.340703338369585e-19,,,,,,,,,
8,7,5.346213552888164,42,-4.51076078158642,,,,,,,,,,,,,,,,,,,,,
9,56,4.673011148623612,62,-3.1342224910644862,True,-0.37001795337294574,,,,,,,,,,,,,,,,,,,
10,48,-5.215213516640496,74,-2.3666858385122236,,,,,,,,,,,,,,,,,,,,,
11,14,-3.146646635932382,90,-2.6483098104613934,,,,,,,,,,,,,,,,,,,,,
12,13,6.551189557076892,96,0.5434392753693018,True,1.4286421435788448,138.06319793629262,120.24138516914418,64.5,186.7,98.94117141456027,0.005552937129887395,2954.625804785463,1.0,0.6349211808709364,5.6859325190698295e-05,113.38393108525061,186.9,227.4,96.38950601485787,0.0005835598687602059,10408.705219131012,1.0,0.5967347642028158,2.263355230992131e-10
13,56,8.133359536888051,57,7.576932320243227,True,-1.0543763792666767,260.55410999772397,252.14677926539974,74.92840077410398,174.51704046446238,251.59431984517923,0.0007593425320358655,157093.0261672458,0.09366394681759332,0.5994074425036855,5.283609839878188e-19,,,,,,,,,
14,62,4.813348259005046,72,4.675039470365226,True,-1.177980379334005,261.09141055949556,,,,,,,,,,,,,,,,,,
15,4,8.833684097522209,4,-1.5301118458816845,True,-0.6760745613149816,,,,,,,,,,,,,,,,,,,
16,68,5.3394343750977065,80,-1.5005317591087408,True,-0.7382769282159247,305.2787945213033,,,,,,,,,,,,,,,,,,
17,44,1.5504142480899041,55,1.0948564478993372,True,-1.278453894524856,256.3171089352442,250.03073397523193,66.91522872839911,184.62913723703946,249.2569542543202,0.0010331819925425325,127709.60578362863,0.11144481245451167,0.6029923679411324,5.374792726399884e-18,,,,,,,,,
18,38,5.50808620876046,42,-4.84460642523562,,,,,,,,,,,,,,,,,,,,,
19,2,-7.370382910095097,59,-4.332875759035897,,,,,,,,,,,,,,,,,,,,,
