,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1,Tc_2,phi_false_2,phi_true_2,Tn_2,alpha_2,beta_2,vw_2,vJ_2,SNR_2
0,30,-2.7841511409926394,79,-1.2346217927051946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,4.824667621158916,37,0.6272092088390195,True,-1.0213130066723972,259.7968920155183,256.98387070328005,77.11751227634079,2820.3,251.97649754473184,0.0008602463526827678,85715324.96567738,0.28741330580494184,0.6007966910701497,1.714578836401061e-31,238.57547173770274,2850.05898463372,2951.117664959302,237.0823350406978,1.455069561019563e-05,76400.34662578972,0.16018855161431284,0.5804564138673153,1.2113014916994946e-22,,,,,,,,,
2,19,5.347272450319142,65,0.5298885905686213,True,0.6525715623155655,183.58450691755903,162.22933003252456,27.88949916139412,210.2,154.41050083860588,0.007839122014717686,8440.03512913804,0.4253720341348288,0.6450093878886889,1.7291136883054796e-07,,,,,,,,,,,,,,,,,,
3,21,-8.623758181992976,53,-4.8491426007621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,38,-7.497805917815246,51,3.310257113206074,True,0.48658773913276715,309.97250978681325,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,26,-9.316042143854027,43,-2.575606418805954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,37,3.1061890288848932,94,-1.7136834418799118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,35,-2.6966924894132767,78,2.662692684753406,True,-0.7598432291512864,262.5700689258072,254.1000970186551,82.7281162710082,166.24249301680658,253.71437674579838,0.0005411819577378221,397130.68514087866,0.0779861519193057,0.5960298361015884,1.309740062082706e-21,,,,,,,,,,,,,,,,,,
8,15,8.253147300601178,62,1.964732558987583,True,-2.2553867304706374,191.553550554532,,,,,,,,,,134.0105790567334,208.9396137330039,284.5,111.36038626699609,0.0005562567702533998,2643.4794182123837,1.0,0.5962837444804828,2.5275833757545088e-08,144.4338547078935,59.1,210.1,107.08434318252,0.0035884377845861208,121.85978270367832,1.0,0.6241522121202157,0.004090031793249417
9,13,-4.080794802753374,61,-2.1380481560086633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,26,-9.358654140614188,43,3.9262102000104893,True,0.0041806591925269785,286.5679263753169,266.71061183872615,112.02725645419554,147.47876075699259,266.6242478486015,0.00013216165477353853,1646120.3757229021,0.03594887027353268,0.586660239478657,3.2362177747098765e-27,,,,,,,,,,,,,,,,,,
11,15,-9.448362697950877,67,7.669920445193771,True,-1.0069382845698438,261.3126713536044,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,55,9.174951808612942,97,2.1592597902402293,True,1.9015888451718053,244.89605576418046,215.61933615522466,51.0,210.3,212.15514751514476,0.004752412134239606,24621.065264332352,0.25127140854599034,0.6308398827773826,1.6468190178242e-11,,,,,,,,,,,,,,,,,,
13,41,8.27984658959286,78,0.48684970062207,True,-0.2803023014986599,223.41322878612374,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8,-3.866849026569361,11,2.6155449370916894,True,-0.022000944909643497,283.2144070676181,266.1404135152715,111.52860600707561,148.3714746761008,266.0571313309748,0.00013962725902624012,2698580.622355816,0.03534783426012164,0.5869173782935441,3.202028998059198e-28,,,,,,,,,,,,,,,,,,
15,43,-8.86275542210713,93,4.103280825143997,True,-0.4638078210174854,267.77830859448125,257.53572643391817,93.19856400979923,158.72392300734944,257.2253589975502,0.00035109985119114833,238487.90721331732,0.06943799233308226,0.5924455240045625,3.39291806834146e-21,,,,,,,,,,,,,,,,,,
16,53,3.4030611186089548,70,1.5993640457092972,True,-1.4945788132337718,254.00436949258497,248.0403175484967,63.01490080342253,192.16894048205353,247.0770198393155,0.0012885825412466533,105438.93098338092,0.12481727524672952,0.6059074601802016,3.468500933387742e-17,,,,,,,,,,,,,,,,,,
17,19,-4.825956596644135,46,0.8229568486988104,True,-0.049141868401242995,283.2718332994728,265.3428555229562,108.932367466688,149.632367466688,265.216908133328,0.00016018134563949686,770353.0549554016,0.043526258324162355,0.5875911962666096,3.6005418893896607e-25,,,,,,,,,,,,,,,,,,
18,5,5.32992639305526,36,0.9153709073451672,True,-0.5054128111671211,134.94124135590343,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,12,6.296696025772118,96,4.23581496725005,True,-1.160150835012496,257.89858644998077,,,,,,,,,,,,,,,,,,,,,,,,,,,
