,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,12,-9.749090825730825,80,-8.26991803108703,,,,,,,,,,,,,,,,,,,,,
1,57,-8.452508770594608,65,5.605099935235122,False,,,,,,,,,,,,,,,,,,,,
2,59,-8.41467615487268,71,6.068964598500479,True,0.09605231301129863,288.6701047038599,,,,,,,,,,,,,,,,,,
3,85,-9.57652755506592,93,-0.5273998990021447,,,,,,,,,,,,,,,,,,,,,
4,29,3.375812608135236,30,-3.099403441803206,True,-0.26314190443161,,,,,,,,,,,,,,,,,,,
5,61,4.324971500410818,64,2.546529740876606,True,-1.0680732669990172,260.6743639452855,251.93305086784733,74.53444112148223,174.78066467288932,251.37311177570356,0.0007716138619739364,151778.73345595176,0.09433122900521082,0.5995813372512337,6.685602345001573e-19,,,,,,,,,
6,69,4.772335618290471,92,-0.8083374463057265,True,-0.7327943397530455,524.8837582170914,,,,,,,,,,,,,,,,,,
7,47,-9.2827745778586,51,8.951572948780601,True,-0.2591785281500777,278.30781146477796,262.2370437096181,103.74661137612526,152.34661137612525,262.0633471559687,0.00021875572086328159,616739.5492457204,0.051434351953879895,0.5892996428778601,3.955271310900437e-24,,,,,,,,,
8,36,-7.227377370375607,95,3.1369758136637564,True,-0.6677493346354698,263.03238005556386,254.53238954742417,85.78528511948304,163.6311710716898,254.12294297610342,0.0004799969169155487,206091.25062378205,0.08026784330601797,0.5949596154326731,2.472794600071919e-20,,,,,,,,,
9,52,7.5526927841412,80,-4.5535979126221005,,,,,,,,,,,,,,,,,,,,,
10,77,-9.623064115594023,88,4.549089875014529,,,,,,,,,,,,,,,,,,,,,
11,17,7.866068255663265,23,-5.584307478755837,,,,,,,,,,,,,,,,,,,,,
12,69,7.846488819135338,75,-4.929438206237009,True,-0.4546041314323931,,,,,,,,,,,,,,,,,,,
13,62,7.105430066282203,95,-5.995760843951022,,,,,,,,,,,,,,,,,,,,,
14,5,-7.252522616862693,92,1.413324132820561,True,-1.1433663675677899,258.10618881726174,250.20134194644785,75.12319522231256,172.25391713338755,249.6153609555375,0.0007871814673446625,165074.971201756,0.09686819019998157,0.5997998825939509,5.029692014215244e-19,,,,,,,,,
15,19,8.771334033543706,62,-0.21002353179695454,True,-2.1584459742617903,,,,,,,,,,,,,,,,,,,
16,40,-5.691282528043445,58,-0.5380320640299061,,,,,,,,,,,,,,,,,,,,,
17,46,2.852570396361111,97,0.07345495930138313,True,-0.7185765621072219,226.4815002382105,,,,,,,,,,,,,,,,,,
18,83,-9.869475325768773,85,-1.8526948997544235,,,,,,,,,,,,,,,,,,,,,
19,23,5.6866346388345015,76,4.468501373615144,True,-1.292247625158798,258.1718782854224,234.8509415923769,729.7929665431326,798.0929665431325,234.05351672843375,4.687512566235423e-05,108740.04918020027,0.11655301743060631,0.5829133190124783,8.267401251757942e-22,257.60005818560415,75.58150203231196,705.9163004064624,248.78369959353762,0.0010472947803832357,98820.17834837826,0.38446410567391925,0.6031627352501038,3.8849314681201646e-16
