,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1,Tc_2,phi_false_2,phi_true_2,Tn_2,alpha_2,beta_2,vw_2,vJ_2,SNR_2
0,34,-6.6599887081243825,57,-3.972281209789439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,9.918969631513644,63,-4.174681185462208,True,-0.9799103204478977,263.9850207016916,253.39942076047612,80.01082305240297,170.42865844192238,252.9178353895194,0.0006494667991432186,241556.66141257132,0.08725782252833683,0.5977802841081001,3.350466937380195e-20,,,,,,,,,,,,,,,,,,
2,93,-1.6094599104158824,97,-0.9076436820129725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,5.774717197021015,84,-0.012215092460309052,True,-0.7507537853958486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,-7.799313019397307,12,-2.098708145764398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,68,2.6101491371803007,72,-1.6680437358681424,True,-0.6969464009799182,304.7076071290877,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,-7.549208214035959,61,6.216936472898663,True,-1.0461991534909314,261.80801249993783,252.07373662850532,75.63016207609333,174.13809724565598,251.45396758478134,0.0007499108856226095,151678.9664223293,0.09931098624726716,0.5992727914029345,6.771687325612675e-19,,,,,,,,,,,,,,,,,,
7,28,-7.841676342491917,79,-2.138075271790587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,32,-4.011331997272438,73,-0.010270362299316105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,56,-1.0895545842698589,64,-0.833362551794437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,7.207860610674089,14,5.751765586504995,True,-1.1785541001971624,257.06278577180075,251.22465151533675,66.93248979491801,188.66624489745902,250.34458503418034,0.000990092898044491,110886.33044782757,0.11864717786437419,0.6024645146092321,1.0593948776677662e-17,,,,,,,,,,,,,,,,,,
11,29,4.02600873707202,83,2.636255895259385,True,0.7177091778996563,202.2458167126325,,,,,,,,,,123.99092108888864,130.9,210.6,111.22093450466586,0.0010744985694578504,4993.520801074648,0.6048933757185313,0.6034877632718169,3.448670934601934e-07,,,,,,,,,
12,66,-8.41620130662088,99,-7.946524778346518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,53,-7.405824694446677,61,0.8765541543858806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,30,-6.522517581214446,80,-1.0932846028628376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,51,4.0717165235343415,61,3.01656246663204,True,-1.1972651120135567,258.89006118791957,250.66395123888907,69.5883821927385,181.0930293156431,249.9023235614523,0.0009344033078693932,127669.164739117,0.11041625547510653,0.6017641403833325,3.868982173121149e-18,,,,,,,,,,,,,,,,,,
16,15,-8.75177951390452,72,3.208340359359889,True,-0.9830375844289977,259.8429374933672,252.1659025130298,76.62814673613484,171.83688804168088,251.65437065277305,0.0007030660550447231,245374.04058577493,0.0901485353317159,0.5985905609258394,4.252760715772594e-20,,,,,,,,,,,,,,,,,,
17,21,6.1222605765479585,79,1.7527796360323649,True,-1.3772535451378314,191.77958595546647,,,,,,,,,,,,,,,,,,,143.0785165163582,59.1,210.13854333741818,109.26145666258182,0.003147560558556609,795.3592053023622,1.0,0.6213106679594083,0.0004234683652133447
18,38,3.854376144590999,44,-2.0559314709168497,True,-0.41368352701310823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,36,-9.655687151915952,85,4.380692362242218,True,-0.5506760380781915,265.73087813427526,256.35543156659253,89.755909937157,161.3335459622942,255.9888180125686,0.00040751926179219574,213953.14855252946,0.07564161296485086,0.5935961076302131,1.0902561077571135e-20,,,,,,,,,,,,,,,,,,
