,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,73,0.7079636854381413,88,0.7021478733843445,True,-1.2839363511057418,256.0527999363155,249.19295223391768,69.92419892588809,178.57451935553286,248.47516021482238,0.0009624966764455469,149178.32188955537,0.10746657383162835,0.6021201063365067,1.8881479944127444e-18
1,41,6.824364739919517,68,-3.1906804814656446,,,,,,,,,,,,
2,73,7.637415565555759,74,2.1991354254117734,True,-1.0886750074568396,260.5530390502413,251.3892916695951,75.00631376487954,173.6437882589277,250.8187372470241,0.0007701818714554836,205216.63714853144,0.09535873982981374,0.5995611194831965,1.528929312219307e-19
3,44,5.837757065869413,86,1.1265042573388868,True,0.3775086088175413,199.7217259050638,192.41862330169317,35.94887926133187,200.9,187.02556036933407,0.004300821146758047,14343.053452517892,0.33063550905658806,0.6283665912806101,5.230885393368296e-10
4,10,8.351298929430527,36,1.4314194749634304,True,0.1623835400095802,184.94923276253408,153.1819870614582,28.1,208.1,146.9003164966412,0.007425292898551537,21581.38685323093,0.3942128664178834,0.6433217751509794,1.289894461902851e-09
5,40,-9.440264342030062,88,-7.37480566695994,,,,,,,,,,,,
6,53,1.9139008240623987,98,0.28190258357112263,True,0.7229270999608739,218.64482744570745,210.7369729113335,38.390656471684615,211.4,205.9546717641577,0.004186909970325085,16338.052797040946,0.2984824830051554,0.627720207657892,1.435410783821817e-10
7,81,1.510489534526986,95,-0.9427966317111931,True,-1.0732850391464428,,,,,,,,,,
8,4,3.4357970148799666,78,-1.7304603157795917,,,,,,,,,,,,
9,49,8.78065815166152,68,3.2764065841109176,True,-1.704124153942767,253.68486109226848,248.3764979548065,59.013936710457244,315.57721265790855,246.17721265790857,0.0015463728123718502,64871.42197105913,0.18939346283346736,0.6085543021669356,1.5689608655835965e-15
10,24,-8.31020902451047,98,-3.4215461771921767,,,,,,,,,,,,
11,18,-5.096501034519405,18,2.8929831273341087,,,,,,,,,,,,
12,56,-7.422302147944522,77,0.5564181390056682,,,,,,,,,,,,
13,25,-4.790264143701302,97,-3.7362389089393666,,,,,,,,,,,,
14,6,5.249261111333661,77,-3.537317355309395,,,,,,,,,,,,
15,29,-9.680365233240188,52,1.723857806719744,True,0.5323439525361037,312.39805933497723,,,,,,,,,
16,77,-6.8787263589013525,95,4.738574924929843,True,-0.641673183619492,116.85878238137303,,,,,,,,,
17,13,8.641099569707077,66,-7.587149264045201,,,,,,,,,,,,
18,23,-6.8968738343346185,84,-6.612320882322987,,,,,,,,,,,,
19,13,-8.694505011431703,54,5.435956009381766,True,-0.9469605764022755,262.5514403292181,253.04844316022914,77.13964295407676,172.88378577244606,252.47207140918465,0.0006898097699363803,168935.10575298275,0.09556499814088042,0.5983932372469302,2.8287612484457534e-19
