4.755114599976769e-8, 0.000021848315191638477
4.783677297725593e-8, 0.000017890153107233444
4.7912098070309224e-8, 0.000011460267547300299
4.806638491570513e-8, 0.000007340823650747809
4.856525541264533e-8, 0.000004593662501938709
4.925762409031553e-8, 0.0000028740996790721278
4.9905392061472915e-8, 0.0000018402120568084524
5.025670605690503e-8, 9.652835331359365e-7
5.0416644409506787e-8, 4.836238985367473e-7
4.9972446790664436e-8, 2.617751114553178e-7
4.996797759387139e-8, 1.4605705998646272e-7
4.9417930281935866e-8, 6.475787406585245e-8
4.930419330486483e-8, 3.051921511297801e-8
4.924539464694355e-8, 1.6014512033854893e-8
4.918770801803438e-8, 9.648753752141975e-9
4.8464373000378524e-8, 7.4367204082357634e-9
4.700158877317419e-8, 7.276977017070336e-9
4.6161914564228716e-8, 8.96012483637394e-9
4.571247044943992e-8, 1.3779013054502189e-8
4.5717097026640145e-8, 2.6666546709599917e-8
4.547296062088383e-8, 5.7477474479280515e-8
4.5428352814060245e-8, 1.2011843239120079e-7
4.5134951776021756e-8, 2.120652652975225e-7
4.494329578822847e-8, 4.713213824919529e-7
4.4848828750132866e-8, 8.192692994054237e-7
4.52225171117806e-8, 0.0000014678414772425095
4.55484763461301e-8, 0.0000022905243372994804
4.635658506568579e-8, 0.0000037411246289193234
4.679336023965615e-8, 0.000006112554802046274
4.7130087316362594e-8, 0.000008833557750278603
4.7289201180606465e-8, 0.000015588759185748704
