2.3811397232606796e-8, 8.101802295082921e-7
2.3967847964180185e-8, 7.218462081031543e-7
2.3953495665856814e-8, 5.14927730616914e-7
2.395191715595305e-8, 3.349856616921546e-7
2.4173952267959905e-8, 2.0486043677198013e-7
2.4345387779091354e-8, 1.5064465961032048e-7
2.447782220309776e-8, 1.107847676963855e-7
2.4692321563738775e-8, 9.07037094005152e-8
2.485406310489617e-8, 7.092595800517061e-8
2.5071151364848952e-8, 4.829779720330087e-8
2.5262115919699045e-8, 2.999566108620419e-8
2.5232642358223313e-8, 1.8636017000351662e-8
2.512035302627508e-8, 1.0890173350722494e-8
2.508986379757969e-8, 4.976889288179741e-9
2.5114677807639685e-8, 2.4937431629512213e-9
2.5002619203053756e-8, 1.3495548772637752e-9
2.511130875323662e-8, 1.0393050179899587e-9
2.4986177031766998e-8, 6.558096592905214e-10
2.508047632119841e-8, 4.3316640741298446e-10
2.4860264538897274e-8, 2.862640598448043e-10
2.4347966396424283e-8, 2.3830456580234354e-10
2.3626088103205423e-8, 2.386132474897843e-10
2.3089553505901333e-8, 2.579091362769336e-10
2.270181501678716e-8, 3.1031765200307544e-10
2.2554344971887035e-8, 4.285181156316983e-10
2.262974405267452e-8, 6.099371004585171e-10
2.255689315525484e-8, 8.954899615788655e-10
2.2657030436936115e-8, 1.255126702873191e-9
2.2510540053981093e-8, 2.116127020742679e-9
2.256172487651836e-8, 3.6216036912439896e-9
2.2489675193997273e-8, 6.295509813200651e-9
2.239307074073465e-8, 1.0135343247623641e-8
2.2541873644755398e-8, 1.4647434671077044e-8
2.2469675815597385e-8, 2.3945133141274597e-8
2.2619999275881046e-8, 4.632796928468863e-8
2.2795566171123977e-8, 7.341036292194709e-8
2.3072957433825097e-8, 1.0606650618929255e-7
2.3302662086138842e-8, 1.5326395990914354e-7
2.352205540636344e-8, 2.391414790630129e-7
2.3639632196204783e-8, 3.56406676920856e-7
2.366707789607372e-8, 5.478295450996674e-7
