2.996901208432083e-8, 0.00008607548265130135
2.9965273941432686e-8, 0.00003814565381073513
2.996026697126976e-8, 0.00001282260705748609
2.995483782252875e-8, 0.0000039309377145697475
2.994898672503546e-8, 0.0000010990173519352427
2.990939850804692e-8, 2.4784111161648263e-7
2.993461057048203e-8, 4.793089343267677e-8
2.986276295900467e-8, 1.1852670419374675e-8
2.98870212446227e-8, 1.8774437193793905e-9
3.0082293888388466e-8, 1.3184603496083196e-9
3.07467092797373e-8, 9.991343354108784e-10
3.245825691715332e-8, 9.816199393462741e-10
3.3268783600175424e-8, 1.2730608172395015e-9
3.363718238956061e-8, 1.9862474621870863e-9
3.371588898893153e-8, 5.225316596115781e-9
3.3647871881514686e-8, 1.5786679729997255e-8
3.36533367113827e-8, 4.55430781662155e-8
3.36200862654839e-8, 9.089262328359701e-8
3.362902898704362e-8, 5.153205487975971e-7
3.3522267631641974e-8, 0.0000010128754175324315
3.3529132493382455e-8, 0.000003852316303476592
3.357161540473485e-8, 0.000011817003715806162
3.3614152143837114e-8, 0.000036248730846258535
3.376623703567434e-8, 0.0000883056119505858
3.17936511468738e-8, 0.00008785740953182175
