,Ngb,n,f,R0,R0_2,S4,Gamma1,Gamma2,Hmin2,Tnuc,alpha,alphaTp,Tp,betaH,Rstar,fcol,Omega
0,9.0,20.0,124.63927855711424,0.1031734119679522,0.03650344715804876,159.7261515167914,2.443064468684257e-63,1.5590878447747742e-61,4.5283527649207884e-32,10.647296123404862,2.2858035580115708,764.5684305207232,2.513562491782075,2.9502911239545324,4665644251339109.0,2.6997366657233755e-07,1.5848508410400852e-07
