,Ngb,n,f,R0,R0_2,S4,Gamma1,Gamma2,Hmin2,Tnuc,alpha,alphaTp,Tp,betaH,Rstar,fcol,Omega
0,9.0,20.0,128.62725450901803,0.09997461022642004,0.0350022890808295,159.72615151758998,2.771068239158312e-63,1.8442521991045548e-61,5.136325583545273e-32,9.300344488320397,4.455699461441959,1783.4689323893574,2.1061408725582584,2.8588199176933724,4520990017463107.0,2.1870217002185276e-07,1.6981220511246304e-07
