,Ngb,n,f,R0,R0_2,S4,Gamma1,Gamma2,Hmin2,Tnuc,alpha,alphaTp,Tp,betaH,Rstar,fcol,Omega
0,10.0,20.0,1000.0,0.012016719515451364,0.002084854642919657,142.1001143860513,4.7466790247949774e-52,5.238783344093358e-49,2.163747844869365e-28,323.7543433157488,0.00993191821509808,0.11859708498550922,174.05197087801395,28.336447914353283,7027451984423.207,0.0001885239299145377,1.756356708711343e-11
