,Ngb,n,f,R0,R0_2,S4,Gamma1,Gamma2,Hmin2,Tnuc,alpha,alphaTp,Tp,betaH,Rstar,fcol,Omega
0,9.0,20.0,120.67926406393312,0.10655898288669233,0.038109236071741465,159.72615151903491,2.147068164985056e-63,1.3124571286496552e-61,3.9797075386970974e-32,11.140032377758029,1.6768581805620588,481.5886385860776,2.7282669361109253,3.0471030737027704,4818744456277299.0,3.0291299674917144e-07,1.480891780788296e-07
