,Ngb,n,f,R0,R0_2,S4,Gamma1,Gamma2,Hmin2,Tnuc,alpha,alphaTp,Tp,betaH,Rstar,fcol,Omega
0,8.0,20.0,0.13894954943731389,100.58023162536463,351.36457076120985,186.45826424066811,9.056444847065719e-87,6.081019557731477e-89,5.925148667967249e-44,0.023998066717013967,0.7956477222520613,94.82478712366023,0.007436350429484304,3.57883006779912,3.362450631365739e+21,6.962468508775314e-10,2.0477096287315147e-07
