,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,5,-2.2848347033047673,16,-3.438366588111399,45,5.783979692315391,True,-0.905789841297154,262.7098633412922,253.69047786151407,77.85810734460243,172.68648587568197,253.12837853107953,0.0006654089829018574,167479.71667345703,0.09423822723868236,0.5980248025573447,2.557351738675986e-19,,,,,,,,,
1,13,0.9906257239138796,20,1.2625242315754814,62,3.636103616700506,True,-1.1309851541402307,258.85507928402393,251.5418919738166,74.43028093387824,175.83816856032692,250.85394381322436,0.000806221969628613,123051.47882504473,0.10473619900172582,0.6000641416545345,2.6508292640788535e-18,,,,,,,,,
2,9,0.8819222267919002,44,3.2414461149039084,90,-4.544639778329693,,,,,,,,,,,,,,,,,,,,,
3,13,-1.964013998990577,46,5.405762732139888,95,-8.629484308797313,,,,,,,,,,,,,,,,,,,,,
4,6,5.869436511134648,10,6.5249810947249465,54,-7.711173260175408,,,,,,,,,,,,,,,,,,,,,
5,1,-2.713016481037201,61,6.459331256715508,96,9.737872537975566,True,-1.6968453595938797,255.4073443388045,250.3067454584582,68.84729646568947,362.0,246.26317588357765,0.0012186404680903672,93506.23517701162,0.25837038781712646,0.6051419628089927,2.5055822556975646e-16,,,,,,,,,
6,56,3.9208098738845294,87,-9.125824572651347,88,-9.75919416386825,,,,,,,,,,,,,,,,,,,,,
7,2,0.09638389958581328,56,-4.223562731027821,93,7.403573926702766,True,-0.7877505042532987,262.0813888573192,253.59260645509133,83.57360486169898,165.3641629170194,253.14527902766022,0.000537583635033324,191343.7308033215,0.08404920125315185,0.5959686846134109,5.564481864554342e-20,,,,,,,,,
8,9,-1.0792463194058204,29,5.286209046106844,35,9.26153784332363,True,-1.1122946670696328,258.59654387675994,251.98661091302068,71.788685696636,180.3932114179816,251.20226286067282,0.0008585338124111685,105379.35839610614,0.11177886041347691,0.6007738444895457,7.79977202439283e-18,,,,,,,,,
9,52,0.7418715789807067,71,-4.460477708873281,81,-4.8048996151082,,,,,,,,,,,,,,,,,,,,,
10,17,-0.8578542165839629,41,-6.679539983949967,57,-9.331118424118115,,,,,,,,,,,,,,,,,,,,,
11,71,1.3908814508122873,86,-7.851884717272162,90,9.511409114158631,True,-1.2165713268044867,257.9259281591243,,,,,,,,,,,,,,,,,,
12,9,0.19453870941039142,54,-7.195792564026062,89,-9.086545350049844,,,,,,,,,,,,,,,,,,,,,
13,37,4.020611736060006,42,7.189319212223875,94,8.23055914592199,True,-1.1624580005863319,189.30153406118728,159.12211396517765,43.6,187.4,156.35482667824405,0.004398432391161036,31.776439521094037,0.2613368427324609,0.6289129848184666,0.008881277074215639,133.37850521311657,195.9,231.51769929407533,132.88230070592468,0.0007892161592223087,104638.02567246344,0.12154578861230397,0.5998282795136984,4.963290286516904e-17
14,12,7.330845892106144,47,-8.988503895629234,51,9.49548061273832,True,-0.7338148084267732,113.39174218778435,,,,,,,,,,,,,,,,,,
15,9,1.7506928867981575,62,-2.8920560097121957,82,-4.245916251938273,,,,,,,,,,,,,,,,,,,,,
16,7,-1.9803684522710192,19,-4.221948889546143,93,7.615681715446026,True,-1.1250430692740807,258.1640744937697,250.30435339994978,75.34907134644997,171.90944280787,249.73018573071002,0.0007754208414705772,168120.10467858225,0.0958759160199176,0.5996349921212943,4.298073568530916e-19,,,,,,,,,
17,16,1.6033631604122576,47,7.163405996828715,83,8.334109020550876,True,-1.8368295794888643,256.43085766542555,211.20734783538836,404.384855102227,453.46971020445403,210.715144897773,0.00011013957213576767,144602.1040553608,0.09631845523008202,0.5858553706347953,3.466843266699879e-21,,,,,,,,,
18,35,0.5084220748095589,37,1.8421906174655582,38,-4.859249402264252,,,,,,,,,,,,,,,,,,,,,
19,20,1.3172077626857188,34,-1.3909553589949333,41,4.491327221203953,True,-1.0570498861534805,261.9070325106336,252.80788328252873,75.92401748822111,174.79441049293268,252.2351965023558,0.0007449095938780102,159706.33759605553,0.09513573075009339,0.5992010321398357,4.693941808681665e-19,,,,,,,,,
