,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,8,0.8095447859744063,21,-5.553136022797425,62,-8.968585106987597,,,,,,,,,,,,,,,,,,,,,
1,38,-3.7351182504104985,38,3.9540870030538766,85,-7.217457587830958,,,,,,,,,,,,,,,,,,,,,
2,23,1.4885092781007572,42,2.7418894418009927,53,-7.671209726507746,,,,,,,,,,,,,,,,,,,,,
3,15,5.261093598385159,50,5.415130095537805,77,8.205249994769762,True,-1.592507176909079,255.70729015794183,251.8569412303151,68.37574535754344,365.5,247.43106366061414,0.001182441857754791,39918.41524874577,0.2701698597201308,0.6047366754454689,1.7184957290573755e-14,,,,,,,,,
4,64,3.2520023029989993,86,-6.691602203552492,98,8.883913295503753,True,-1.2633958405267698,258.16897020969617,,,,,,,,,,244.12824905679562,441.6862505971215,483.9862505971215,243.80687470143926,7.709685250648195e-05,222343.88898681608,0.07236737370849029,0.5844748555327202,5.140580232498139e-23
5,17,3.5811474246652217,29,8.495276711177134,41,9.293031175588254,True,-1.622314243876181,257.06527819353346,253.158881853294,64.31385518014507,352.77722896397097,248.177228963971,0.0013045558309918745,35666.32664235682,0.28578023934341323,0.6060791875898577,4.638243627473948e-14,,,,,,,,,
6,32,1.7660403985587596,67,-4.663794929329292,85,-7.479080323591029,,,,,,,,,,,,,,,,,,,,,
7,10,1.2345960708369592,16,1.543340289391482,52,-5.590727223245593,,,,,,,,,,,,,,,,,,,,,
8,16,3.5929911185834165,35,5.474410439098779,44,8.667840512422224,True,-1.293287793094733,258.13551190307254,251.23760282695025,65.51280363409273,650.5174392731815,250.41743927318146,0.0010271785537766909,23811510.6331966,0.11478687891139591,0.602919525539816,2.5337438921491405e-29,,,,,,,,,
9,16,3.2175519197703455,30,4.214355469849789,30,4.858168245763494,True,-1.2073823072594718,258.7048637823448,252.8766038210204,68.54686156511808,404.4,251.5906276869764,0.0008917674256486145,1565066.518520381,0.14380858162533106,0.6012130381554828,2.050685410094463e-23,,,,,,,,,
10,15,-4.303410642071972,78,7.738703032286146,87,-7.938215843037037,,,,,,,,,,,,,,,,,,,,,
11,4,2.1497491854954838,60,4.637722189397609,97,-5.051300198833266,,,,,,,,,,,,,,,,,,,,,
12,52,7.5501405058747295,67,7.754713572532626,71,8.3790163162991,True,-1.306396987799387,260.3805478118501,249.71258489535248,69.57002700045203,180.86201620027123,248.9459945999096,0.0009871979447411451,125718.70118863872,0.11098165344515895,0.602428622885767,5.040028426093256e-18,,,,,,,,,
13,33,-3.4290689036400845,54,-6.402802197853552,75,-6.57174768588459,,,,,,,,,,,,,,,,,,,,,
14,15,-2.3096998145090186,31,-6.139425536346836,66,7.760953825370709,True,-0.7578869014294098,265.8650138206302,,,,,,,,,,,,,,,,,,
15,5,-5.276413876081627,52,8.161584772583616,70,-8.366517174194852,,,,,,,,,,,,,,,,,,,,,
16,26,0.010598785971538405,47,1.3368049731711835,95,5.270080183087725,True,-1.295325059726704,256.8349646240742,249.19730681528418,73.25209091902735,174.4640681892705,248.51197727024316,0.00088894366079315,120818.31282401524,0.10497492207313963,0.6011760572158822,4.036035618554339e-18,,,,,,,,,
17,31,-0.5592782317891558,44,-5.503156197237821,92,5.717075312944321,True,-0.7386725448891804,262.2876884330931,253.96802065182047,84.24726896817512,165.06836138090506,253.51054620636498,0.0005185757258810177,174857.29170331996,0.08494367635574836,0.5956420844933927,7.905620980268053e-20,,,,,,,,,
18,41,2.436027771394077,52,6.787940218725087,66,7.796649399138818,True,-1.4441160782848201,256.89509714896593,249.4482804580599,64.17302651482835,344.54539469703434,248.54539469703434,0.0011273790406357484,1964150.0398733118,0.12082744098797965,0.604107451043497,9.867402034688491e-24,,,,,,,,,
19,7,-4.408418339527557,82,6.738435166970206,94,-9.623468009719616,,,,,,,,,,,,,,,,,,,,,
