,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,36,0.027178854711294775,57,-1.8510752163271622,82,6.18162068045163,True,-0.9193372969618733,260.74962614874806,252.61351160688406,79.62450938729523,168.31470563237716,252.19509812254097,0.0006274190087368382,371422.426722825,0.0814333503975237,0.5974369261688591,3.152580120315607e-21
1,27,-0.007231283008735545,39,0.1975728810541213,76,6.05853878982483,True,-1.1081696327712343,261.3193219674701,251.21056276809017,75.07598728937695,174.10559237362617,250.56480254212462,0.0007823907478604934,144120.2908848125,0.10150793680408209,0.5997328700834187,1.0455528331497424e-18
2,46,0.980036863573261,72,-2.0307726677530695,92,-6.644756311246345,,,,,,,,,,,,
3,49,-6.003672913996693,66,-7.088202524938135,85,7.69675671138533,True,-0.10517242177247398,279.70424637091315,264.4308216467445,108.50323428054753,149.20431237406336,264.29892190648417,0.0001647900756543331,611744.94296478,0.044628708057779874,0.5877361259783047,1.2955876914439214e-24
4,20,-5.502552847495171,24,7.448651739163591,91,-7.543201381356419,,,,,,,,,,,,
5,16,-0.7814878055639607,31,-4.258487482530475,74,4.314335304127786,True,-0.7951494943856656,264.59094400419633,253.91747840436068,81.33836974282433,167.65069579425943,253.51232605143514,0.000571085902199045,384445.28454403376,0.07995591659522815,0.5965301031932345,1.901603155956093e-21
6,14,-0.48103045975758363,43,-6.468571963042811,94,8.084997735519178,True,-0.8450321048679997,260.50150612397323,252.5903369886049,81.48947524944445,166.85368514966666,252.08210495011113,0.0005857658959922035,151940.91296511717,0.08978110392851688,0.5967707219664921,2.593392494731386e-19
7,16,-0.22417506887240712,29,1.0935721989410752,78,2.900972739569399,True,-1.2013568363395712,258.86016933348253,250.4444590238694,73.69789223733453,174.83873534240072,249.8204215525331,0.0008389715118660758,172123.3410636289,0.099930958662905,0.6005111614122365,5.24607646433218e-19
8,7,1.2508568696154434,30,5.526609560607865,97,-5.794926951532862,,,,,,,,,,,,
9,6,0.11707828698815881,51,3.9975941540158217,53,6.65388465397216,True,-1.0507048041069595,262.10137759449816,252.27358259208427,75.1608110755468,175.2164866453281,251.62783778489066,0.000761895774966146,137356.7132240946,0.10129325408086896,0.5994437440432543,1.2035214966493656e-18
10,32,0.9578824650789457,63,-4.367963619698885,76,-7.824652731511836,,,,,,,,,,,,
11,33,-6.306454973227114,43,-7.582949465880715,79,-9.361777657345197,,,,,,,,,,,,
12,19,-1.2612754839464575,37,2.7011249542027116,75,-7.644139108562307,,,,,,,,,,,,
13,39,-1.192305835532256,50,5.50984915249291,93,-9.247630836314485,,,,,,,,,,,,
14,7,-0.22051551141215775,61,4.132211014803744,87,9.401242033234844,True,-1.406480007734395,255.8333835668334,248.5985585950825,69.84815211099627,178.66111408324718,247.91296197225094,0.0010181912989659172,170844.23491503825,0.1050950323131517,0.6028100605518354,1.101285613895902e-18
15,27,0.08510700206829647,71,4.777517525262446,82,-7.389211165856279,,,,,,,,,,,,
16,34,-6.570947180000064,45,-8.858602827004598,65,-8.929665623005684,,,,,,,,,,,,
17,62,3.034883735531036,83,7.295633840501829,84,-9.78752128905061,,,,,,,,,,,,
18,21,-0.5610680112485422,59,7.114974304492911,65,-9.508570464206414,,,,,,,,,,,,
19,11,2.1304095697120893,65,-7.109857951500307,96,7.9432623660716395,True,-0.5641655340490463,266.8717821539193,256.33351064926285,91.65906669328999,159.35906669328998,256.0102333266775,0.00038321107297208877,257539.36005085838,0.07100643195649937,0.5931111311528884,3.2108349584890414e-21
