,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,39,2.1880190742261707,45,8.10404578612927,51,9.723680549890382,True,-1.1456240896053758,260.59942641003164,251.38646024986414,71.43426010264858,179.54055606158914,250.6531479794703,0.0008739178825170095,128732.55623286811,0.10819250715867486,0.6009782342488085,2.888653349406803e-18
1,52,-3.939093336482715,53,4.450954684172334,58,8.498750871488294,True,-1.0356826244533524,261.4066361975561,252.4146589272098,75.6443884901173,174.45551079209383,251.81112230197655,0.0007450739183053887,157149.7004911155,0.09789590580416535,0.5992033941648536,5.397983930599787e-19
2,15,-0.4586706041861319,23,7.280131740481384,32,7.643416650393039,True,-1.3788001533610597,256.1412213369135,250.91962142176013,63.615908192454306,344.11681836150916,249.61681836150916,0.0011074697588571688,480043.3787605877,0.14502630945074563,0.6038759733285541,1.4976742480203226e-20
3,10,1.5206715992752802,47,-7.878900676505363,92,9.031052822786876,True,-0.7435306965356412,262.6041459421912,253.8283365143764,84.47767747356957,164.65825810517717,253.38058063160761,0.0005155036311287214,178240.47080349742,0.08407730747055918,0.5955887211216375,6.937546540277517e-20
4,6,-0.6685327788227529,29,4.456627050549468,36,-9.340834456307972,,,,,,,,,,,,
5,18,-4.306247601937441,38,-4.58245057574914,77,8.586383244471918,True,-0.8418627851845424,261.25023538309847,,,,,,,,,
6,52,-3.0678137922260484,52,4.766544313955139,56,7.826410484678441,True,-1.0576559620656991,261.0167189558461,252.19645481482874,75.13428450484474,175.46057070290684,251.51314309903105,0.0007679504142129534,121040.41307879119,0.1042684805239559,0.5995295751017535,2.4397059315357284e-18
7,35,-0.02009960803045452,58,-1.0830372551485503,79,2.9391275747986825,True,-0.8657041188902606,261.4352188063153,253.42297384026918,81.72512012120812,167.85507207272488,252.91497597575838,0.0005891049946909657,177200.62431575637,0.08963634556027464,0.5968250153318563,1.2174038618179855e-19
8,55,3.509765634601411,91,5.654470320401403,99,6.282314447131046,True,-1.4223857405721916,256.05327383371133,248.19308341612233,70.79889352575691,176.53933611545415,247.52022129484862,0.0009984781046090136,152928.6322682969,0.10423352514688825,0.6025681654758936,1.7807300695043346e-18
9,19,-4.355927863184732,51,-8.135996357759483,69,8.306416497005134,True,-0.4125798237056964,270.79159442921514,259.29063540643335,97.154237077798,156.55423707779798,259.0364407305505,0.0003012618169298924,508447.84532317723,0.06251345221438154,0.5913471660542815,4.052503719251056e-23
10,28,2.25418861336313,39,2.956719461344388,44,4.935511042435579,True,-1.2613794723062433,258.13551190307254,250.83733056888065,69.25892397700137,183.09535438620082,250.06821520459974,0.000972816924118751,132915.31805830583,0.11092813291690003,0.6022495037627,3.604758011592626e-18
11,4,1.3909752919448302,24,1.7149081413103353,88,3.7019406380718696,True,-1.1759531723674237,258.15354252270504,,,,,,,,,
12,13,-4.420246283601655,16,-5.246897716149126,72,-6.1438178600110005,,,,,,,,,,,,
13,3,-2.0629855422997263,4,-2.4010619520585808,88,-4.587970029233867,,,,,,,,,,,,
14,11,-2.8206313564370022,26,3.7245044549186996,65,9.009656927160556,True,-1.1897660918314132,261.16339685661217,251.09277594437742,73.25766147989928,176.6545968879396,250.44846770402015,0.0008471027920803738,169819.46175375354,0.10143625317756637,0.600620732684512,5.896589801803721e-19
15,12,-2.8135529495534772,13,2.9340182282685863,83,9.43129745555283,True,-1.1077344612689786,258.5784357389296,250.99554947869106,75.30410953662222,173.32246572197332,250.35917809267556,0.000775996289929879,146025.073487741,0.10081095980094101,0.5996430904399433,9.454503564056732e-19
16,17,4.738953733700518,57,-5.140509766579204,66,9.75914917448453,True,-0.8981201706999979,265.1040317706985,253.53063086818938,81.6772743617483,168.38295577131123,253.00568140956292,0.0005994462872605432,164443.62551929348,0.09105579668894977,0.5969921593053293,1.9118887776104488e-19
17,39,1.5668321461467745,85,2.4276121561057202,97,-9.962401817186075,,,,,,,,,,,,
18,9,1.0251197433180472,74,-3.385450208111047,96,5.506143872471139,True,-0.7578987073100832,263.4845636674627,,,,,,,,,
19,19,4.936154436264422,39,5.688000589749693,45,6.1138942518916615,True,-1.313693639947092,257.40216653222683,252.5073725248574,69.28278197588226,401.57069549397056,249.72930450602945,0.0009834525993873077,242712.62624962657,0.21308955146707237,0.6023821060579425,6.962550105519892e-19
