,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,24,-3.8095157032700744,55,6.572130668267903,99,-7.8225951299413214,,,,,,,,,,,,,,,,,,,,,
1,7,0.8275988371654712,23,2.803208069861526,33,-3.1201381349537627,,,,,,,,,,,,,,,,,,,,,
2,9,-0.719261862742421,82,4.053066769475057,83,9.906702331732625,True,-1.1068237477209153,258.6440223168286,250.99827426660838,75.32062514306877,173.29046885730156,250.36984371423281,0.0007752523441972694,151031.33689974883,0.10020922715934905,0.5996326202783376,7.885309007817122e-19,,,,,,,,,
3,3,4.773959224846644,35,6.874068214839333,61,7.080087411748728,True,-1.828233064222038,256.72236270183623,255.6625593736712,63.775080691307565,370.4187701728269,248.28122982717312,0.001431328609855384,22613.186554904758,0.3471297980594461,0.6074044477237388,1.0332131800733487e-12,203.43630618426982,402.7778237868654,447.28891189343267,203.0110881065673,0.00010589468962152295,153364.26378008118,0.09132042016882219,0.5856910848391661,2.3173422982853696e-21
4,11,0.024131004063349337,53,-7.292649295018709,66,-7.799667003052919,,,,,,,,,,,,,,,,,,,,,
5,36,2.362660937842584,74,4.0482122554104745,85,-6.656517921748744,,,,,,,,,,,,,,,,,,,,,
6,22,-1.384163774280191,29,-4.366847386346045,99,9.092228794310287,True,-1.0910969958440513,258.45844252288504,250.3708631165239,76.05108312844095,170.97064987706457,249.80978337431182,0.0007502021416594701,152475.52401160824,0.09477206370557498,0.5992769626727782,6.166705002076783e-19,,,,,,,,,
7,3,-0.21987327121714983,55,1.3948522921022217,62,-4.813258721178199,,,,,,,,,,,,,,,,,,,,,
8,1,-0.2752945180023936,42,-7.922370344399077,53,-8.08698536992771,,,,,,,,,,,,,,,,,,,,,
9,53,3.5847032429732817,78,-5.613889411392146,81,5.901727575470218,True,1.7765325337276994,207.55952854501317,192.99849610681733,44.44927134473294,202.4,187.92536432763353,0.004161217691847869,14371.280863275339,0.32070726347212614,0.6275730783193553,4.2286714116734555e-10,,,,,,,,,
10,1,-3.641374619981188,41,6.606758367823215,68,6.642876334277478,True,-1.8754492259464774,257.2710595468291,254.4396524091656,64.11160279833675,361.1,247.69613240055443,0.001460834858325324,22998.115401949526,0.3318444968510285,0.6077038901044504,8.804827941732488e-13,,,,,,,,,
11,16,2.839233326268154,40,-6.062453036659063,43,-8.334800880610738,,,,,,,,,,,,,,,,,,,,,
12,47,2.4719855684181464,69,-2.621958250830474,93,8.968897513175534,True,-1.1100278598280533,258.44076959288117,250.69431783404,77.0441804902381,170.8353443921905,250.0911639019524,0.0007406589411438249,132912.57137506883,0.0982151837004687,0.5991398463074287,1.248312166271894e-18,,,,,,,,,
13,34,-3.059699599628594,80,-7.890305671123256,91,-9.443013141752278,,,,,,,,,,,,,,,,,,,,,
14,51,-2.466394753382688,71,-6.905338737312943,80,-7.0762522407030515,,,,,,,,,,,,,,,,,,,,,
15,9,-2.734163012239989,66,-3.9151237979196107,89,9.861225692947915,True,-0.87974796372479,261.21791423473826,252.7883827910776,81.89616911185831,166.69712683389372,252.30095772203543,0.0005863210912367476,167168.5127298407,0.08787747615203896,0.5967797604722151,1.5536375627126042e-19,,,,,,,,,
16,55,-5.808370724298902,60,6.674463280653214,62,-7.644291157765468,,,,,,,,,,,,,,,,,,,,,
17,2,2.303152584131711,36,2.5851932086444425,47,4.303543410844153,True,-1.2487654358727938,259.09498890751746,250.69115775208672,69.07499967746423,182.56499980647854,249.94500006450716,0.0009687165220933657,140001.57173288197,0.10928760556736716,0.602198178537048,2.6769409678283183e-18,,,,,,,,,
18,16,8.381900604544391,34,8.741989181450109,85,9.76567379718881,True,-1.498898148784676,257.47468184115354,,,,,,,,,,,,,,,,,,
19,10,-6.40233615675564,34,6.600976104390806,94,-7.5067646721585195,,,,,,,,,,,,,,,,,,,,,
