,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,29,-2.5378802496324298,31,-3.0032417441658987,43,-6.733963114362584,,,,,,,,,,,,
1,25,0.6613112050714776,64,-0.8565293649402665,67,-8.132577879353558,,,,,,,,,,,,
2,36,-1.5049340482822444,41,-4.987927980301077,58,7.814297761070904,True,-0.5531309823102122,269.49899429269993,,,,,,,,,
3,11,-0.8968487276808901,26,1.1671246747436825,54,-1.6899515922734274,,,,,,,,,,,,
4,20,0.6157421973426978,60,-4.261148200834519,76,4.305479187228203,True,-0.42451235016892985,270.8220053185957,259.1037813334407,97.26774204272755,156.06774204272753,258.88306448931814,0.0002993448385782166,534688.807405857,0.05836989743238852,0.5913031217395177,2.7331312823241786e-23
5,16,7.763370674080054,18,-7.827488994012722,29,8.351417096399754,True,-0.950707712617465,262.1080321645294,253.82293037478775,77.7521493429803,173.49128960578818,253.26957013140395,0.0006801735021991519,189324.32804898938,0.09350748845255433,0.5982485584944073,1.464624108031654e-19
6,20,4.478370830914095,48,-6.689764262603585,54,7.219185670081213,True,-0.8185578082194288,144.16034760084392,,,,,,,,,
7,12,-1.1558091618436492,39,4.367037686492814,40,7.527430276542816,True,-1.0111770499917834,261.43430934264927,252.8972172861472,75.22910684232251,175.0974641053935,252.3341786315355,0.0007409407388915986,220170.77944647757,0.09449007250925424,0.5991439083010567,9.255266361260266e-20
8,64,-0.19282167173266984,84,0.2747756702590074,85,-3.9710484448077787,,,,,,,,,,,,
9,6,3.9491309105931585,77,-5.855854214548013,94,7.805118404731193,True,-0.6638529446375762,265.5060108578713,,,,,,,,,
10,52,3.035997236921924,90,-4.634578633629749,91,-5.377480799415785,,,,,,,,,,,,
11,50,-0.21402897097341977,71,-6.712731229978011,76,8.588405032601631,True,-0.7671018040367698,263.5468784650979,254.5169299486942,85.75726758775521,163.90581407020417,254.14854648244898,0.0004989708470562815,359428.2543579272,0.07611879046652695,0.5952986758616295,1.5992943320089892e-21
12,19,4.651547516887881,32,-6.855435986839085,52,-9.189310781260707,,,,,,,,,,,,
13,28,0.37017273382588023,30,1.635951812136888,67,-7.006996816405495,,,,,,,,,,,,
14,76,-0.14603615295136585,89,-2.5058660213844552,93,-6.429103088816648,,,,,,,,,,,,
15,6,0.43589376333785346,17,-3.143960224736075,53,4.880334584179575,True,-0.9444841744814678,263.1358962634683,253.1643289722439,77.03713127112115,172.8185656355606,252.6271447881465,0.0006878568875894273,210421.05293968518,0.09225822970410599,0.5983640019854026,8.814142724746775e-20
16,4,3.6014534671692378,25,8.143098492532467,63,9.282012498833272,True,-1.2972584900480317,189.51851625367195,,,,,,,,,
17,33,-0.015394548468899316,56,3.4841303071960077,89,9.493662045981385,True,-1.409715603004082,256.2800116058802,,,,,,,,,
18,26,-5.471148238586427,27,8.87117712911149,56,9.629253595629997,True,-1.2482480310631006,258.30260274704716,251.92114786147016,70.1870344571078,409.6,250.56259310857845,0.0008988325713855793,1600539.9177164414,0.14809440223204406,0.6013052983208362,2.013290291743029e-23
19,7,-7.710938929525819,88,-7.7138338987617505,95,-8.579942234499267,,,,,,,,,,,,
