,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,4,1.0342997688156466,57,-1.3524573349751794,67,9.751274119735417,True,-1.0329912158070667,262.65270988114634,252.07200906946818,76.38159402892192,172.46895641735316,251.54368119421562,0.0007241971852888344,235220.9001331704,0.09165729770703021,0.5989011454815356,5.927925683401233e-20
1,10,-2.4345047610999266,36,-5.907844055637548,72,-7.873294970481277,,,,,,,,,,,,
2,12,2.860367200499411,20,5.910812273723511,97,6.842286456650847,True,-1.203643496705684,257.43049811421133,,,,,,,,,
3,16,3.536613656130065,68,-3.96465908731855,86,-8.66765125107316,,,,,,,,,,,,
4,62,1.4836002846915992,75,6.222292137650424,98,8.128369838099243,True,-1.5686049430294944,254.41651734394287,,,,,,,,,
5,3,-3.56304885594545,45,7.536092701358207,48,8.644960080298294,True,-1.0477054363524014,259.8568828537359,252.45248589582195,74.42360735165707,175.93416441099424,251.8552785296686,0.0007706307006150527,186402.09363718916,0.09740979064728912,0.5995674584794308,2.53858094425356e-19
6,9,-3.6979924008719482,59,4.019931385897875,75,8.398581691537704,True,-1.251168609095606,260.7493477500739,250.00138229381227,70.97134480328661,179.02280688197197,249.2257310393427,0.0009315054466312132,108408.97628337902,0.11154722933686771,0.6017271052783155,8.862253577884345e-18
7,28,0.9872606013733414,50,-6.576139892024919,67,-8.16019680949563,,,,,,,,,,,,
8,37,-3.4092689665569287,56,6.015718329914012,60,-7.553546348936053,,,,,,,,,,,,
9,9,-1.1534008568275986,44,-4.706751960194239,59,-9.4428191547007,,,,,,,,,,,,
10,6,-2.2156271656240882,59,3.309040011101823,73,-9.666987764264805,,,,,,,,,,,,
11,10,1.8997671871774475,69,1.995381303206873,95,-6.359565881843081,,,,,,,,,,,,
12,2,-1.4173550173898448,21,3.180259306548205,98,-6.114754349321673,,,,,,,,,,,,
13,2,-1.6453913815003034,12,6.44169687028327,68,6.787976908665499,True,-1.0977212989355671,261.98000337433876,251.52750116260268,74.64930475410482,174.18958285246288,250.97013904917904,0.0007788636093704364,226605.20668329822,0.09425630799573231,0.5996833957454003,9.43839167703208e-20
14,10,1.304555922090218,15,-3.794082721354208,81,4.9392995516418345,True,-1.093582439008188,258.4463750444546,,,,,,,,,
15,41,-3.6880026933684924,65,4.737472823879083,94,-9.361348409605128,,,,,,,,,,,,
16,7,-1.3848940909880056,18,-1.5082192243660764,69,8.409596349277809,True,-1.057034646456459,260.702391765062,251.84305441219453,75.40026035216547,173.82015621129926,251.25994792956692,0.0007541935358453774,189759.2494325823,0.09631938866115212,0.5993340414415287,2.145701331241266e-19
17,7,-4.718029696971482,59,6.645045198147962,79,9.109247682569851,True,-1.4156449637001227,259.6075914838167,248.72795611690327,68.02673211655441,182.17603926993263,247.97465357668912,0.0010772030084042557,152712.40618396187,0.11017736612209447,0.603519844558819,2.4931355988629983e-18
18,10,-0.16539244752987514,32,1.2482991654567694,73,-8.770032202568594,,,,,,,,,,,,
19,41,-0.9787536601951317,62,-2.246774751454506,86,2.7633363722316595,True,-0.46336614333688597,268.988099339303,,,,,,,,,
