,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_2,phi_false_2,phi_true_2,Tn_2,alpha_2,beta_2,vw_2,vJ_2,SNR_2,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,37,-4.6137708045475545,38,-4.657806445886843,85,-5.605447349582466,,,,,,,,,,,,,,,,,,,,,
1,15,6.258941436019619,41,-6.976797335238092,45,7.363018024150975,True,-1.0823066958625271,142.97903093962577,126.772303220799,339.9146664956087,374.0,126.28533350439133,0.0005414854886911283,94576.27693923328,0.12342552929885067,0.5960349848071861,3.0992812660758437e-17,,,,,,,,,
2,36,-0.8238215461061955,42,3.1295762596252885,61,-5.180355837660235,,,,,,,,,,,,,,,,,,,,,
3,25,2.6480851354691097,66,-6.128252468279016,83,-7.1679622895428174,,,,,,,,,,,,,,,,,,,,,
4,29,7.027572145708671,38,-8.531418940000899,98,-8.552330154019746,,,,,,,,,,,,,,,,,,,,,
5,27,-2.7282742232749175,28,-4.43697499896645,60,-5.673618913176757,,,,,,,,,,,,,,,,,,,,,
6,29,7.378326849984727,39,-9.152673893386753,50,-9.552760769801175,,,,,,,,,,,,,,,,,,,,,
7,31,5.266167905516433,40,8.941888909853091,48,-9.108309456239464,True,-0.5699026816241446,,,,,,,,,,,,,,,,,,,
8,45,2.320007194356023,53,2.469942332705152,59,-8.971925100161721,,,,,,,,,,,,,,,,,,,,,
9,8,4.71572102660004,34,5.155640316735571,35,-9.900866403922146,,,,,,,,,,,,,,,,,,,,,
10,49,3.6192262270007785,71,-7.953607211961524,93,-9.644364851248973,,,,,,,,,,,,,,,,,,,,,
11,43,-1.3248035886845866,82,4.199877927907185,82,-8.93944546276797,,,,,,,,,,,,,,,,,,,,,
12,43,7.564258649901724,57,-9.449116875723707,67,-9.495339478191212,,,,,,,,,,,,,,,,,,,,,
13,27,6.19662175217584,96,7.550811838280385,97,-9.501092306014293,,,,,,,,,,,,,,,,,,,,,
14,53,0.6254999416280498,86,-1.617051106478316,93,-9.240042756452082,,,,,,,,,,,,,,,,,,,,,
15,2,0.28885622901541197,7,2.889070002760052,41,3.934318175626343,True,-1.036948706244076,261.18873026356636,,,,,,,,,,252.78419167838467,75.15626270129125,175.95375762077475,252.14874745974177,0.0007575983253104415,158023.06642776486,0.10041042377760323,0.5993826072916159,5.773083880624316e-19
16,10,4.90728293063494,74,4.916734293499449,88,-8.813985511014007,,,,,,,,,,,,,,,,,,,,,
17,6,1.2482576214012138,35,-2.0803071587359856,77,-3.840267631349521,,,,,,,,,,,,,,,,,,,,,
18,50,1.0260609721299812,88,3.650192858991037,93,-5.707623095870121,,,,,,,,,,,,,,,,,,,,,
19,33,4.377488382680273,77,7.104560004090988,86,7.9345394328297445,True,-1.2806116866452901,257.02978581354404,,,,,,,,,,249.53431776916926,71.68935718238355,176.61361430943012,248.8621285635233,0.0009160593234089217,157583.34388552295,0.10390421528791904,0.6015286768273036,1.155924157007239e-18
