,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,9,-2.624357861852138,34,4.136249094169571,81,6.887828000196137,True,-1.3534268075938518,257.06362642960255,248.70568131030066,426.3741659705187,511.78708298525936,247.51291701474065,0.00010697390342205779,67178.08668745996,0.13815814705281174,0.5857331648291082,1.5254228456651574e-19,,,,,,,,,
1,3,-5.759172763853908,88,-7.207122680710125,89,8.034542288440612,True,-1.0343104948863355,259.1881793720184,251.28463770145885,78.65814875944208,169.15488925566527,250.7483702481116,0.0006843235798048355,167165.08367671,0.09249384719715302,0.5983109974220469,2.7916762020106496e-19,,,,,,,,,
2,13,-5.159918895293916,29,-9.000552423823468,39,9.719595698521637,True,-0.38887118282346717,271.41948486868836,260.27091426762865,97.43357986702212,157.13357986702212,260.0416050332445,0.0002971865091000578,465480.14289962425,0.05931614833431362,0.5912533584316634,5.400971198528505e-23,,,,,,,,,
3,35,1.391957556628462,73,3.2312363816029492,86,4.513512172311231,True,-1.3138124265470488,256.5903027553655,249.20916519959127,70.48648632842429,178.03189179705458,248.52270273431515,0.0009598460922184101,161948.2556118729,0.10506308956247078,0.6020867556462719,1.1921265274806941e-18,,,,,,,,,
4,69,0.6810013255847931,70,-2.6631555367246733,90,9.987869226811387,True,-1.0261925378553525,259.27216654239976,251.38963624916656,78.01886883345296,169.99132130007177,250.83622623330942,0.000694370522611177,157492.66412925738,0.09392341569031494,0.598461346038659,4.031602792743279e-19,,,,,,,,,
5,1,-3.4579595439166377,34,5.830788589271949,76,6.5357255517611605,True,-0.9577153881160478,188.9906012298946,,,,,,,,,,129.08829726902727,197.6,232.45156388806333,128.64843611193666,0.0008258489080159648,152850.96829311817,0.11639784598771366,0.6003331551375793,8.848881494908892e-18
6,40,5.635258456299905,88,7.291924202142642,88,-8.10390248512,True,-4.704069678629756,,,,,,,,,,,,,,,,,,,
7,69,5.628125971975777,72,-6.795592699136172,79,8.812502775023084,True,-1.1617033327436355,257.9395730013014,250.5836474893454,73.80496840648564,175.02872630486422,249.9237578983786,0.0008268602305328297,146284.56011248086,0.10272785506762647,0.6003469258381038,1.1840991486456126e-18,,,,,,,,,
8,72,-0.7458248480443821,75,-2.6629855926765504,87,3.896855479533084,True,-0.5544669371348759,267.48304760000656,,,,,,,,,,,,,,,,,,
9,4,-4.5562408700522266,9,7.619723235834929,80,7.626262827862249,True,-1.1123271735387603,258.4441329342377,,,,,,,,,,,,,,,,,,
10,40,2.141193545181075,42,-6.606784098019693,89,7.794836683483478,True,-0.8834110202846337,260.29842792432726,252.47692698810798,80.36560430719567,167.9993625843174,251.96687913856087,0.0006134589785201308,168782.24935158086,0.08999745338291452,0.5972162761599925,1.7859489848347472e-19,,,,,,,,,
11,4,-1.8464415248897623,70,-6.987108922436677,99,-8.929050503621067,,,,,,,,,,,,,,,,,,,,,
12,11,-3.114594937594319,22,-3.970765423667803,41,4.766480603246739,True,-0.6102919060163835,266.31372376726273,256.8621424495627,87.48651782334592,164.61191069400755,256.4626964353308,0.000451323406221393,222315.4497803867,0.07890392943130725,0.5944338161216655,1.327022437366142e-20,,,,,,,,,
13,1,7.140524567975195,41,-8.186790241845106,65,9.188477343382221,True,-0.5591358185826554,268.9962733358059,257.3440721624848,90.4625184210009,161.35751105260053,257.04749631579983,0.00039906197404344365,482227.1968690742,0.0679292351419311,0.5934291082301234,1.47690744207347e-22,,,,,,,,,
14,31,-2.8244429409829515,57,-3.251224423187386,92,7.0530392343565325,True,-0.7855530669402766,262.2876884330931,,,,,,,,,,,,,,,,,,
15,39,-0.29926640693827444,63,4.0906980967054185,78,6.214374234700056,True,-1.2411615548522987,261.02985568006153,249.92542238560208,70.27101966107581,178.7626117966455,249.24579606778485,0.000932380110872735,171401.52470151274,0.10439688399525586,0.6017382899630338,8.0668897503515215e-19,,,,,,,,,
16,2,1.810501678321483,40,-3.7406480058415648,80,-4.263020730068286,,,,,,,,,,,,,,,,,,,,,
17,17,-7.480593758654964,27,-8.472752233425487,33,8.9720104934506,True,-0.06878150040970067,282.0080534536926,265.49011725908304,109.73456054018891,148.8460807202519,265.38847981993706,0.00015380107257925292,1991548.828146204,0.039116326100543664,0.5873870061585125,2.3562850700325357e-27,,,,,,,,,
18,60,3.8746338560141798,93,-5.766708444878685,99,8.31539389265362,True,0.27295539986918954,182.8919137561113,159.11281366032404,45.135375967668274,192.33537596766828,156.16462403233174,0.003846634778925824,250638.50201434677,0.2700072376966228,0.6257293365443632,2.4881226884304395e-16,,,,,,,,,
19,33,1.8182980503641595,43,-2.2766868965222304,98,3.3227530037805586,True,-1.0050663222476324,259.08701461859806,250.97143418752697,78.09502024429058,169.13701214657434,250.4209959511419,0.0006858473838963411,157645.50675244277,0.09377838635487792,0.5983338740175268,3.8721368554973103e-19,,,,,,,,,
