,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,69,0.8430526880467575,93,1.6698983158330893,95,-4.843220527226471,,,,,,,,,,,,
1,67,1.9527265917530556,88,-5.374496001632092,90,-8.614405546554023,,,,,,,,,,,,
2,16,4.014089541346472,19,-4.299130292581732,67,-8.538863716181428,,,,,,,,,,,,
3,5,-1.9398349920768094,17,9.672279422365229,40,-9.874693312974664,,,,,,,,,,,,
4,34,0.9639787988449591,35,6.154162498573935,35,-8.936446093080425,,,,,,,,,,,,
5,30,2.2661962414592267,49,-3.320637148395697,76,8.995361127750773,True,-0.925387412718736,260.95072117168394,252.78322710299943,79.83007962907642,169.33804777744584,252.25398407418473,0.0006352704167489063,179559.58823352482,0.09162618532766813,0.5975599061873172,1.5071428632906002e-19
6,8,0.41238559719059964,33,0.9209901079065492,62,8.999753331552828,True,-1.1152185397097154,258.85507928402393,,,,,,,,,
7,4,-3.9361441853641166,19,-5.657224834479113,58,7.284023088313905,True,-0.9254572417920114,263.9504568462766,253.22261692535366,77.6025362634796,172.26152175808775,252.6794927473041,0.0006734743443166595,191810.07267170845,0.0927097956986444,0.5981473488973574,1.3200782091941134e-19
8,14,-0.6107528420282762,72,6.5049274332016225,84,-9.701281696800194,,,,,,,,,,,,
9,37,-2.4310503238547216,56,-3.4731269988765785,60,-5.997622294569121,,,,,,,,,,,,
10,7,-3.2126995988399942,19,4.246088802949799,69,-8.077995376543521,,,,,,,,,,,,
11,10,-3.9120694825619022,16,7.318192964633063,75,-7.882697296779662,,,,,,,,,,,,
12,29,0.47089929401476205,32,3.056661473032051,84,6.19778985790958,True,-1.283173003474069,257.26887102605264,251.93498373043272,71.9800491407297,671.6,249.35498771481758,0.0009536865820830568,989649.9409599928,0.20524019386708717,0.6020090675821504,5.266622842616387e-22
13,1,-1.3719847002527619,10,-6.196728876221512,19,-7.683413808174587,,,,,,,,,,,,
14,14,4.337391136202635,86,7.740943298976809,90,8.078889718118859,True,-1.14925991497583,257.7303955516549,,,,,,,,,
15,2,-0.4580095241702722,49,-1.1260787373665515,94,2.3653119412675956,True,-0.8967521685509247,260.2647696540451,252.2798123896135,80.25382706221005,167.89229623732604,251.769234587558,0.0006179580854466165,166687.18638471555,0.09002495096808824,0.5972876701222202,1.9483327217841043e-19
16,11,-0.0044574230859311115,58,-0.524343083317369,64,-7.185818699716653,,,,,,,,,,,,
17,15,3.010545014937403,44,-4.165965892347616,66,5.537066295723463,True,-0.6315226600842492,269.7459912019298,,,,,,,,,
18,42,-0.010015625062568034,52,7.697378517364257,82,-8.829082963129675,,,,,,,,,,,,
19,19,3.898015675179007,31,-6.149719229594835,63,9.150738872129264,True,-0.823566459200754,265.26151943538247,254.11376796855404,81.14902463418345,169.12941478051007,253.59019507316333,0.0005893926548808324,172900.77215293748,0.09088540044826314,0.5968296851849332,1.4019976348945061e-19
