,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,3,2.3618215796644204,18,-4.406632589034403,69,-7.1264909173408375,,,,,,,,,,,,
1,12,1.3447507068296147,31,1.433808934055028,90,-5.555184556112691,,,,,,,,,,,,
2,24,-4.378684339119792,38,7.371586033919929,92,-8.501573841859365,,,,,,,,,,,,
3,12,1.3193653308465656,89,-2.310484298741093,89,7.095183296905752,True,-1.1357178860109156,258.14015226258203,,,,,,,,,
4,1,-3.9983931320408983,6,-4.979950217881612,89,6.162694712508731,True,-1.1354044806647652,258.14015226258203,250.38674026745886,75.08836564441816,172.4930193866509,249.80232687111638,0.000785011869892072,165705.12753842463,0.09669672345537178,0.5997695607022453,4.867055265684972e-19
5,16,-1.0038417631119074,47,-1.2514558104902989,79,1.433517877055463,True,-0.6047273846439407,265.3658095810072,,,,,,,,,
6,63,3.7972842642770743,82,-6.902826350470123,95,9.050784753895911,True,-1.2468969415585585,257.8347149134594,,,,,,,,,
7,22,-0.19120378351088085,28,-0.7825519850999854,31,-9.824522118365355,,,,,,,,,,,,
8,45,-4.307990912397965,48,6.040538985313564,58,8.685003590580813,True,-1.048553207997959,262.4428829602256,252.114322037823,75.00100309548554,175.12060185729132,251.4597993809029,0.0007642140277945844,136132.0952894928,0.10202379343225591,0.5994766496103968,1.289831423038214e-18
9,61,-2.8085554749884256,62,5.0708605520590755,83,8.582552104689523,True,-1.23388622118461,256.9123436659736,249.94255040730158,71.98828894692608,176.49297336815565,249.3023422106148,0.000890074800988214,180054.1492102962,0.10133363672122521,0.6011908783546357,5.183279788642808e-19
10,40,-0.7671773197174474,72,3.466440654245149,83,-9.003404183982905,,,,,,,,,,,,
11,3,2.92337377302073,20,-3.3200893791268786,77,-7.133694778771478,,,,,,,,,,,,
12,2,3.673272855014826,50,3.9093201531837316,81,5.093987655041204,True,-1.7115385303077038,257.6982287155342,,,,,,,,,
13,4,-1.9659539356124096,9,-5.932450197161401,90,-9.48485004825126,,,,,,,,,,,,
14,30,6.968244195558665,32,-8.716419219004585,35,9.096348880752199,True,-1.1338391146702271,259.8097748830478,251.94223564732965,72.08060794091503,179.99030397045752,251.2032320098475,0.0008589194990059438,122072.29283648416,0.10849580628780163,0.6007789919147946,3.561681620344954e-18
15,2,4.363615997909445,4,4.543628872447968,51,5.940078362116584,True,-1.0419238250074359,261.4534890204868,252.4352273658247,75.30306080650826,175.0224486452066,251.81938783869836,0.0007542871983397838,160427.2403010316,0.09889646411963987,0.5993353789668665,5.156077794871312e-19
16,53,2.813348332259176,74,-7.382959970865295,96,9.846145552504844,True,-0.8245908208355478,262.8010524185388,253.25235339155324,84.98397291058873,163.807178328471,252.82320541788226,0.0005234378942953734,191999.52442740963,0.08237311101939584,0.59572620912532,4.874839954304909e-20
17,21,-4.013113629486186,39,-4.750884648678603,70,8.734900783786653,True,-0.7509847596115712,262.72060852559713,254.5862133736684,83.34493859163766,166.41595087331012,254.1710122816725,0.0005329429306957759,281016.86044981173,0.08084268755246904,0.5958895049369201,7.411873569573123e-21
18,47,0.16772165937891614,48,-2.407655098162717,95,-7.009580806048403,,,,,,,,,,,,
19,7,-0.7456113911699802,37,3.4841310057628245,92,9.533739355969942,True,-1.2670173273938246,257.1167287216671,,,,,,,,,
