,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,20,5.355984260292104,46,-6.957850588909387,75,-9.964349140764714,,,,,,,,,,,,,,,,,,,,,
1,47,0.4003168340469969,53,2.395797642576996,79,-5.3099243247855465,,,,,,,,,,,,,,,,,,,,,
2,33,-6.536066177499189,41,-6.583177658256356,51,7.385675720674342,True,0.0793247917229146,291.72348883081503,268.5317289497995,115.22910649139108,145.81517748565182,268.45696450286965,0.00010680415361840859,2138111.4916146435,0.03335661423923118,0.5857265603829526,3.9543053315968434e-28,,,,,,,,,
3,43,-5.6045902757601995,70,-6.602967996353191,81,-8.965404994360462,,,,,,,,,,,,,,,,,,,,,
4,47,-0.9722251600574587,55,-1.4202356484341863,59,6.867959798566524,True,-0.952165079470659,262.62177753109745,253.11495974577016,78.68793583531159,171.31276150118694,252.5624128329377,0.0006641246414984363,169524.7913336507,0.09355464322030553,0.5980052170072612,2.377211632576319e-19,,,,,,,,,
5,52,4.45463754573932,68,-4.652857547906704,95,-8.391252640291338,,,,,,,,,,,,,,,,,,,,,
6,7,3.5103323367522616,29,7.006046267438698,89,9.326993397635373,True,-1.2793690627535872,257.5284297064098,,,,,,,,,,230.1800216634545,722.3766716979751,802.3441679244937,229.15583207550625,5.525778251311553e-05,76043.28318342254,0.13381684850232176,0.5833877585880415,1.0714275155240948e-20
7,17,0.73014673598,39,-4.464499243385676,89,-6.658125142003333,,,,,,,,,,,,,,,,,,,,,
8,29,3.104278428014812,73,-7.795026950577726,93,9.431563967257361,True,-0.6234042878692126,265.56927297668045,255.63565426867245,90.92714638318978,159.61628782991386,255.29457072336206,0.0004014169906865514,228512.49491432536,0.07302153396182919,0.5934757924653947,7.098485191823848e-21,,,,,,,,,
9,18,-0.7058849684740931,60,6.50318023205244,78,-7.443643921251926,,,,,,,,,,,,,,,,,,,,,
10,29,-0.1565390436195262,59,-0.6798438141678069,64,2.744461290337135,True,-1.0068892146992419,261.02404457806495,252.39660255002696,76.99111073967174,172.47466644380305,251.84177785206566,0.0007089911859695958,197139.34218529618,0.09387913085667259,0.5986781324466304,1.3927834133549866e-19,,,,,,,,,
11,34,-0.1818456999835778,55,-6.921036155428983,55,9.204626173048332,True,-1.0003332533451863,261.38538391386595,,,,,,,,,,,,,,,,,,
12,39,-4.4956347064871505,70,-5.262815566622983,92,-9.118113087402183,,,,,,,,,,,,,,,,,,,,,
13,64,5.232137334059379,72,-7.0048882005639435,93,-8.850129252049113,,,,,,,,,,,,,,,,,,,,,
14,43,2.6706367000261633,54,3.3947624053248013,97,7.759965162131639,True,-1.720367512010586,255.45764322102502,253.09455620294153,70.51998069675093,392.2799951741877,246.32000482581228,0.0012431106906492272,57276.44998454922,0.33527652713738443,0.6054123546387514,6.236081258878484e-15,228.51091570715417,411.5674549618803,471.1674549618803,227.83254503811972,0.00011078290063462279,102776.21900266998,0.10868503619128778,0.5858799864393589,1.8039251344055306e-20
15,3,-0.4797559325044105,16,1.356520023505487,98,3.133193665474696,True,-1.1732955157424259,257.4775562687573,249.74241628263573,74.99744710812212,171.84808533109157,249.1506382229695,0.000799506383563827,160425.6327272804,0.09745725464932194,0.5999713126597419,6.179812465397567e-19,,,,,,,,,
16,16,0.20392246351244125,31,-3.1752089441709774,69,-7.601232257567611,,,,,,,,,,,,,,,,,,,,,
17,4,0.8275238979784696,63,-4.209776448920355,90,-7.4124909281755595,,,,,,,,,,,,,,,,,,,,,
18,5,2.7156367264231935,23,6.677242719823045,45,7.216173619313636,True,-0.3599021465513504,192.06381265761706,,,,,,,,,,123.77798322986744,201.3,232.39413819236938,123.40586180763061,0.0007766480860108608,183916.6485695056,0.10924025351959468,0.5996522594060174,2.9488459687174996e-18
19,42,0.15970621069309132,64,-5.0208895695917555,74,-9.707251757814069,,,,,,,,,,,,,,,,,,,,,
