,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,15,-0.1638442390943915,64,1.3465591280678009,81,1.543798238100841,True,-1.3373406015747895,258.64830179129837,249.09137609225232,68.43143650476367,180.9788619028582,248.37371269904727,0.0010231962906987312,167569.38369491725,0.10748556499686894,0.6028710836964085,1.2771130870692433e-18
1,16,7.250291386061335,52,8.41266987592143,79,-8.723937666273303,,,,,,,,,,,,
2,54,0.7639877057564739,76,0.8562383472448118,83,-4.485818256233314,,,,,,,,,,,,
3,4,1.5818556861501438,74,7.780384887400441,89,-9.19849517102876,,,,,,,,,,,,
4,54,5.020740451491829,61,-7.369151512271692,72,9.326707706401372,True,-1.1544068881879574,261.5094324640339,251.13332755084713,75.1265571644723,173.8959342986834,250.53468856710555,0.0007930334031196151,178163.91545569806,0.09772093288883807,0.599881451631539,3.5419995520856043e-19
5,26,-1.0337778324823628,36,-2.951756220539126,73,-3.405276850147896,,,,,,,,,,,,
6,20,2.365527933731732,59,7.508981643217833,89,9.154914680705371,True,-1.7459413843488423,255.43890347039957,,,,,,,,,
7,25,2.1075185283382005,36,4.512024261953936,65,-6.228592223822078,,,,,,,,,,,,
8,73,0.5602532396404776,73,-1.7895403660525133,97,4.901008768794258,True,-1.0064485090377795,259.720487861256,251.19077098441002,78.95085695497022,168.39051417298214,250.66982860900598,0.0006690486577046356,175790.22488410264,0.09118027379194342,0.5980801993184245,1.9791287888051093e-19
9,7,-2.392673577805713,12,-7.823140441022735,82,-9.748310073703987,,,,,,,,,,,,
10,10,-2.0359036309376872,14,-8.402944227389987,37,9.170326579082943,True,-0.7918630341849104,263.06782973449634,254.83536185289302,80.88882244323227,170.39441122161614,254.30186292612797,0.0005880902362893943,174491.89987638063,0.09163653193981426,0.5968085323800656,1.340370540712602e-19
11,43,0.3049850940695542,79,-5.978492470646413,87,-8.104445845980683,,,,,,,,,,,,
12,7,-6.30645664209335,63,9.528568047449674,73,9.942260415976016,True,-1.18052799264676,259.35935935935936,250.46195550279367,71.44000024599316,177.4640001475959,249.81199995080138,0.0008794084546320011,180169.47969938052,0.10198810423917382,0.6010507253037599,5.011805086653639e-19
13,36,-6.303254602794228,88,-7.479795751900338,94,9.239189493096433,True,-0.49793028417150176,267.93809636035127,257.2124566316883,93.92870596015129,157.8287059601513,256.9178235099622,0.0003462603043023726,256486.34822373427,0.06767007257044534,0.5923425359354251,2.1720104640507304e-21
14,47,-6.872623037639922,68,7.0413395861075045,81,7.829833608844893,True,-0.9087366711731343,259.78619611406833,,,,,,,,,
15,41,-5.864485024918782,54,-9.759082286208896,57,-9.815760163725525,,,,,,,,,,,,
16,50,5.804465457228645,55,6.25833807663183,89,-9.257130606290144,,,,,,,,,,,,
17,23,-2.972574604682827,27,-5.787848329227674,31,-8.774366226712138,,,,,,,,,,,,
18,28,-0.34589418635579783,70,4.295722823866747,88,-8.047032701715848,,,,,,,,,,,,
19,6,-0.8058084906888858,10,-4.202596602928066,94,4.246624026158273,True,-1.1385971483455823,258.3014360799662,250.27395488708544,75.14243254253324,172.22545952551994,249.69151349149337,0.0007846438070879614,166075.23430140674,0.09658676934241281,0.5997644123953525,4.802706088445593e-19
