,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,6,2.2785136471077543,53,-3.58654316627746,85,4.560202194948225,True,-0.6500433417614961,265.062608464379,255.41647021306503,88.08835666380783,162.43301399828468,255.02232866723844,0.0004466452640438438,196866.71177222498,0.0786208738069601,0.5943464120108719,2.3676009211388664e-20
1,11,-3.1451497203395924,26,4.547169234456716,62,-6.178138974503082,,,,,,,,,,,,
2,25,0.5600667342610883,33,8.30850244661465,79,-8.735152607899902,,,,,,,,,,,,
3,28,-4.216019224439195,31,-5.209403319868871,96,-6.381388564068866,,,,,,,,,,,,
4,18,-1.6315212800762957,72,3.275515097081527,73,3.364755766047608,True,-1.0676666845822316,259.37291789143643,251.58631276135037,75.19756524058876,173.37853914435325,251.04048695188226,0.0007577793498689091,226823.60000282832,0.09324598168455521,0.5993851862370005,8.464134359075164e-20
5,2,4.24020020168339,26,6.969909563559625,59,-8.714972767300669,,,,,,,,,,,,
6,9,2.301337614929025,20,4.243634440104502,94,6.447214526100375,True,-1.1734685522446164,257.71164209552,250.06048473289323,74.74078053435845,172.74446832061506,249.4518438931283,0.0008062971054700537,153784.22822272396,0.09875792228661806,0.6000651779657863,7.989448309164911e-19
7,2,1.9309157044654661,31,5.013691128764888,51,-9.955062084314143,,,,,,,,,,,,
8,8,1.4265443061919783,31,-2.465321652424617,33,-3.4144569978048604,,,,,,,,,,,,
9,9,-0.07632808037106287,65,-1.5138836272849545,76,-6.885527662513031,,,,,,,,,,,,
10,15,1.167608689771896,43,-6.119850296617859,55,6.755152744594493,True,-0.48194019326081766,272.58228245882555,,,,,,,,,
11,2,3.8233434582824284,23,5.055732656506137,77,9.176535234383596,True,-1.1736944978487738,262.31241221261183,,,,,,,,,
12,37,-2.961125969476999,83,-3.0017340795062513,86,-3.020760174356374,,,,,,,,,,,,
13,6,0.4578559428144082,80,-1.1114625765821646,85,9.273759492029598,True,-1.1057641589403142,258.57608988759466,250.92833131293568,75.58300226844885,172.82980136106931,250.32339954631024,0.0007686687153346752,156662.40011750686,0.09831223102923789,0.5995397343729488,6.184004841780694e-19
14,83,-2.1358432846812487,88,3.63059156874408,95,-8.61648963401625,,,,,,,,,,,,
15,7,1.0419493177500705,27,-2.479743211934185,43,3.295175376917012,True,-0.6116944221715959,267.68900276936614,257.1297266901468,88.24512685589661,163.9161014847173,256.7709746288207,0.00044007370296433174,281706.13198189985,0.07477267029324108,0.594222830891375,3.430317253688479e-21
16,20,-7.370546520021257,29,-9.304745859960127,53,9.490087881982472,True,-0.4832245529189308,268.5801743772759,258.2949215748074,92.39678868710635,160.65743094968508,257.96064226257874,0.0003678652502192191,258729.14874331414,0.0719651563420336,0.5927967721454291,2.7761102146467623e-21
17,55,-0.18543818829124348,68,-0.89194089873709,79,-9.124342303811662,,,,,,,,,,,,
18,38,4.649049949136597,63,-4.699956733807604,79,-7.482504504550363,,,,,,,,,,,,
19,35,4.751735173338858,58,-5.5686027006013905,63,7.426150976505902,True,0.07352214642112245,169.06066139176306,155.12799094690493,42.344455303801126,194.5,149.35554469619888,0.003732593470217379,11897.930256042717,0.3801807308204547,0.6250404987975013,2.6095953407800136e-09
