,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,29,-2.4526211824585786,49,5.126394326986707,67,7.0985540553471225,True,-1.2744683816064963,257.8620200814887,249.8879251920865,68.76566393990156,181.23939836394092,249.1868672120197,0.0009840720789030366,178962.97251200466,0.10606984746047872,0.6023898063312615,7.903232330493631e-19,,,,,,,,,
1,28,1.7132191535977537,37,7.6754019087025505,86,-8.214419431652393,,,,,,,,,,,,,,,,,,,,,
2,43,-1.1031082532110226,62,6.848890366299813,99,-7.246287821803339,,,,,,,,,,,,,,,,,,,,,
3,7,5.263749480805849,50,-7.291139450901591,75,7.991149368643654,True,-0.5322023698893522,267.47299454280216,257.5091938060464,92.01649672831137,159.93737254623352,257.22087581792215,0.00037509996790570117,446785.57986526366,0.06690823379226296,0.5929457990140453,1.7350672640341399e-22,,,,,,,,,
4,48,-3.9961490560384654,56,7.398298855353602,70,-7.639588698192734,,,,,,,,,,,,,,,,,,,,,
5,38,-0.4838095539428533,41,5.753058477961446,89,7.262013266735515,True,-1.5493745066551,256.35558704808966,253.64634063730364,71.00249264129212,411.250623160323,247.44937683967697,0.0011346622766649666,84637.04754899733,0.32038776497650284,0.6041915931239671,5.837031851757393e-16,241.7193104157131,419.6422377994313,488.08447559886264,240.95776220056868,0.00010578417509932111,117230.11133684812,0.11197146225694775,0.5856867634705588,7.487614579605354e-21
6,6,3.1539878019610406,59,3.6452069284760142,98,5.669958654358229,True,-1.7032281623327878,255.09035019213826,251.0466335629025,69.35435867768265,372.6,246.31141033057935,0.0012162324248181375,67146.7850868186,0.27993273384808776,0.6051152003404873,1.5819778553181079e-15,,,,,,,,,
7,58,5.320175326148206,90,5.975284316611308,94,-8.336093176483153,,,,,,,,,,,,,,,,,,,,,
8,22,-1.0910223539824226,29,6.859814248219504,48,-7.446000127168246,,,,,,,,,,,,,,,,,,,,,
9,50,-2.008167783256054,90,2.880946799096865,98,-5.837395769884683,,,,,,,,,,,,,,,,,,,,,
10,26,1.803062051440758,58,-4.165481622539011,74,9.468851143714474,True,-0.8783293335437848,262.08019991674837,253.4832594175146,81.86666593997934,167.83999956398762,252.98666681200413,0.0005896646620621465,188549.72589926593,0.08859975044817263,0.5968340998420388,8.776439295453734e-20,,,,,,,,,
11,16,8.435195084949648,20,-8.45149103173048,67,-9.025307769320044,,,,,,,,,,,,,,,,,,,,,
12,49,2.1926078190595177,85,2.9077529661961883,91,5.260957497963236,True,-1.3464922276901414,256.51155270496827,,,,,,,,,,,,,,,,,,
13,32,-0.39638452022786375,89,-4.327615367803228,93,-8.316749920849759,,,,,,,,,,,,,,,,,,,,,
14,16,-2.8898047961354383,21,5.0554947981934575,55,-9.511807471483628,,,,,,,,,,,,,,,,,,,,,
15,43,-2.0286989494735934,58,7.322294577159354,66,-9.685619123010136,,,,,,,,,,,,,,,,,,,,,
16,37,-1.7213130460063848,59,-3.686169286967904,98,-6.903107024776299,,,,,,,,,,,,,,,,,,,,,
17,34,5.501608297362711,52,-5.718301120447538,75,-9.424909120062694,,,,,,,,,,,,,,,,,,,,,
18,34,-6.803896065596547,76,6.886653265934573,99,-7.763477741191254,,,,,,,,,,,,,,,,,,,,,
19,20,3.8140466755409363,47,4.868994685472606,64,9.377392183012013,True,-1.3808833808677496,258.2414103781624,251.0877742887647,61.71124051077101,668.3,250.3377518978458,0.001089029873479692,55607476.33272365,0.1096983856406821,0.6036596213197265,3.994035410505558e-31,,,,,,,,,
