,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,34,-4.8394410103816154,51,-6.514540539754503,63,8.18333602757767,True,-0.2837397128522201,273.93972673992505,261.5329601709515,101.63745568468559,153.6374556846856,261.36563607882863,0.00024038126656882966,869679.2982031681,0.0505414026458407,0.5898699114849085,9.365103611763788e-25
1,14,2.7313951606078053,75,4.2689188044854,99,-8.418935232585625,,,,,,,,,,,,
2,11,1.5525462285712148,23,-8.984081147738989,25,-9.390857268213857,,,,,,,,,,,,
3,38,5.283649195751687,43,-5.762354136929999,50,9.648424471060284,True,-1.2041822444179846,259.5072540155553,251.2417688585224,72.5369561454059,178.92217368724354,250.49260877091882,0.0008784771957137546,114308.82983222924,0.10938029369399374,0.6010384467428451,5.4100036105742105e-18
4,32,-1.1789867841871775,60,-7.106636278155629,81,-9.689826149628637,,,,,,,,,,,,
5,26,4.456416051301213,45,-4.542988414364912,67,5.786177434983571,True,-0.7558340629531747,264.3019324098113,254.97002122147344,84.88589447650796,165.00871558120636,254.62282110469843,0.0005082280110730377,467645.7565066706,0.07383053437080134,0.5954616816156283,4.294018451230965e-22
6,16,-2.792822750341033,41,-6.222939982856341,42,-7.486489480583387,,,,,,,,,,,,
7,23,-6.742902020316244,30,8.165928903065907,71,-8.914331273522173,,,,,,,,,,,,
8,37,-3.864038140834463,41,-4.242797981311068,82,-4.608592670218483,,,,,,,,,,,,
9,3,-0.9426767948417698,27,-2.534843979742016,59,-8.972592280327792,,,,,,,,,,,,
10,40,-2.1459467760518365,53,-2.690703732803099,98,-8.608575844281956,,,,,,,,,,,,
11,11,-1.0746362199870259,33,-6.7149409820356665,41,-7.108520965212028,,,,,,,,,,,,
12,23,-1.4175827386143816,31,-2.8338397576873087,73,8.243760434591682,True,-0.9479555820822299,263.21003698088384,,,,,,,,,
13,45,3.7427093859521854,62,8.448657774923948,79,-9.944747836789148,,,,,,,,,,,,
14,40,-2.074358129321812,66,-4.62069694217953,68,9.907771313141726,True,-0.837189517439351,263.5792698892836,253.91066763858186,81.39999553712181,168.4399973222731,253.42000089257564,0.000586190360179259,204547.55310807785,0.08799091415368948,0.5967776325870477,5.654911431831376e-20
15,26,2.3091922731528403,34,4.199927030808697,57,-7.456617176291946,,,,,,,,,,,,
16,11,-1.5838625298522402,65,3.44701371523281,65,-6.518476039155496,,,,,,,,,,,,
17,30,-3.061523040823393,33,-5.361784013902911,35,8.394827688451848,True,-0.341778379608091,275.48101138309664,261.2947048350629,100.30355735404582,155.20266801553436,261.09911066148857,0.0002621328275851378,644163.1677514747,0.05465342619761189,0.5904176014904037,6.257925784867103e-24
18,3,-2.9092898983275557,45,3.458879028953959,92,-4.6460876095672425,,,,,,,,,,,,
19,11,2.2095485178294094,23,5.433424629560484,30,-7.378202179901336,,,,,,,,,,,,
