4,10,567.0448184528091,-0.768159096037441,282,271.5992383426074,21
4,11,613.5807309093851,-0.8084726473306003,280,269.4014593067347,22
4,12,660.3331654104036,-0.8388491344469112,279,267.62552260167877,23
4,13,707.2536402934313,-0.862367130943946,277,266.16032986424597,23
4,14,754.3072986447024,-0.880982449943866,276,264.9299800669335,24
4,15,801.4683781119656,-0.8959912338706054,276,392.61850311127046,145
4,16,848.7174847216111,-0.9082819366894145,275,262.9748910757831,26
4,17,896.0395922406543,-0.9184828017183722,274,262.1830506267212,26
4,18,943.423011419332,-0.9270478465020323,274,261.48404712438753,27
4,19,990.8583723374358,-0.934313437146014,274,260.861415638675,28
4,20,1038.3382036702665,-0.9405323356220849,273,260.30236049062773,28
4,21,1085.856338238009,-0.9458986795939442,273,259.7967688844955,29
4,22,1133.4077694167,-0.9505627478264823,273,353.04507590184915,113
4,23,1180.9882983809916,-0.9546430720499228,272,258.9152619885098,29
4,24,1228.5944124214514,-0.9582339660953418,272,258.52750039054996,30
4,25,1276.2231514178036,-0.9614112614151631,272,352.04725177722213,114
4,26,1323.8719889059594,-0.9642366022137534,272,257.83584289988556,31
4,27,1371.538767428776,-0.9667604600046514,272,257.5252471311553,31
4,28,1419.2216296705724,-0.9690245144751116,272,351.04651864089715,115
4,29,1466.9189634362053,-0.9710634628587977,271,256.96155120653583,31
4,30,1514.6293688002436,-0.9729063503183484,271,256.70439199125633,32
4,31,1562.351620302323,-0.9745776658815598,271,256.46145664526534,32
4,32,1610.0847209013757,-0.9760977870394328,271,350.04904998373115,116
4,33,1657.8274824652335,-0.9774855728964434,271,256.0128803565144,33
4,34,1705.5792993611713,-0.9787550469975348,271,255.8049708286817,34
4,35,785.5796105653845,-0.8912814175482148,399,114.21737354964614,200
4,36,1801.1069636361267,-0.9809906292476647,271,349.04894628542564,116
4,37,1848.8815717670784,-0.9819777378769761,271,255.23590859118465,35
4,38,1896.6625986498009,-0.9828896806883508,271,255.06202069019673,35
4,39,1944.4495796443116,-0.9837338679208883,270,254.8950157766969,34
4,40,1992.2420362815128,-0.9845170443331065,270,254.73437883936035,35
4,41,2040.0397150453873,-0.9852444551897561,270,348.0504608870267,117
4,42,2087.842104567597,-0.9859218254082651,270,254.43045043383356,35
4,43,2135.648947442742,-0.9865534355752772,270,254.28635944458634,36
4,44,2183.459985077255,-0.9871431935959386,270,254.14706565508445,36
4,45,2231.2748132511606,-0.9876951805722091,270,254.01224015450686,36
4,46,666.206214234552,-0.8421250839712213,399,"T /. FindRoot[DV[T], {T, Transpose[allPhases[[2]]][[1]][[1]], Transpose[allPhases[[2]]][[1]][[-1]]}]",200
