-10	-1.033016412
-9	-1.69099712
-8	-2.262260188
-7	-2.736808333
-6	-3.103760696
-5	-3.351034637
-4	-3.464854444
-3	-3.428924811
-2	-3.222851802
-1	-2.818445277
0	-2.16464646625009
1	-1.6964755691409
2	-1.40886784781297
3	-1.19767622311026
4	-1.03324251477819
5	-0.900880686224266
6	-0.791933576728463
7	-0.700785264789613
8	-0.623560380264943
9	-0.557465348151592
10	-0.500419559214417
11	-0.450833443462516
12	-0.407467454688281
13	-0.369338547982778
14	-0.335655973118636
15	-0.305775918204964
16	-0.279168691739853
17	-0.255394486312595
18	-0.234085161077365
19	-0.214930335697255
20	-0.197666630361525
21	-0.182069239211231
22	-0.167945259682021
23	-0.15512836043613
24	-0.143474481721927
25	-0.132858340482952
26	-0.12317056880644
27	-0.114315355209193
28	-0.106208488380096
29	-0.098775725437734
30	-0.0919514236576199
31	-0.0856773874720538
32	-0.0799018924059618
33	-0.0745788552435062
34	-0.069667125673501
35	-0.065129879340063
36	-0.0609340959268384
37	-0.0570501088513826
38	-0.053451215508534
39	-0.0501133389051986
40	-0.0470147330711992
41	-0.0441357258866789
42	-0.0414584939941148
43	-0.0389668653075514
44	-0.0366461453290465
45	-0.0344829640600233
46	-0.0324651407764048
47	-0.0305815643379702
48	-0.0288220870391478
49	-0.0271774302916578
50	-0.0256391006683998
51	-0.0241993150402474
52	-0.0228509337091397
53	-0.0215874005870518
54	-0.0204026895952399
55	-0.0192912565649847
56	-0.0182479960127288
57	-0.0172682022413634
58	-0.0163475342874081
59	-0.0154819842925858
60	-0.0146678489291795
61	-0.0139017035527202
62	-0.0131803787939597
63	-0.0125009393355444
64	-0.0118606646480222
65	-0.0112570314853605
66	-0.0106876979625409
67	-0.0101504890574426
68	-0.00964338339649685
69	-0.00916450119880331
70	-0.00871209326681354
71	-0.00828453092353058
72	-0.00788029680665553
73	-0.00749797643939383
74	-0.00713625050586923
75	-0.00679388776640812
76	-0.00646973855446341
77	-0.00616272880274164
78	-0.0058718545497384
79	-0.0055961768931947
80	-0.00533481732898508
81	-0.0050869534712521
82	-0.00485181509922386
83	-0.00462868051136905
84	-0.00441687315944204
85	-0.00421575853890316
86	-0.0040247413143524
87	-0.00384326266055433
88	-0.00367079780137984
89	-0.00350685373056823
90	-0.00335096709963773
91	-0.00320270225956106
92	-0.00306164944398786
93	-0.00292742308285194
94	-0.00279966023615752
95	-0.00267801913860741
96	-0.00256217784652344
97	-0.0024518329792263
98	-0.00234669854769256
99	-0.00224650486389981
100	-0.00215099752481022
101	-0.00205993646543521
102	-0.00197309507587229
103	-0.00189025937761494
104	-0.00181122725481046
105	-0.0017358077364819
106	-0.00166382032604805
107	-0.00159509437474636
108	-0.00152946849585166
109	-0.00146679001679757
110	-0.0014069144665439
111	-0.00134970509572974
112	-0.00129503242733872
113	-0.001242773835773
114	-0.00119281315238965
115	-0.00114504029569685
116	-0.0010993509245402
117	-0.00105564611273158
118	-0.00101383204368515
119	-0.000973819723729389
120	-0.000935524712858993
121	-0.000898866871779339
122	-0.000863770124177217
123	-0.000830162233227041
124	-0.000797974591411163
125	-0.00076714202279724
126	-0.00073760259697506
127	-0.000709297453910249
128	-0.000682170639023258
129	-0.00065616894784919
130	-0.00063124177967779
131	-0.000607340999613442
132	-0.000584420808532649
133	-0.000562437620451357
134	-0.000541349946846865
135	-0.000521118287509194
136	-0.000501705027524685
137	-0.000483074340020613
138	-0.000465192094323762
139	-0.00044802576920836
140	-0.000431544370929697
141	-0.000415718355759221
142	-0.000400519556755025
143	-0.000385921114518546
144	-0.000371897411704019
145	-0.000358424011061926
146	-0.000345477596811356
147	-0.000333035919148964
148	-0.000321077741714143
149	-0.000309582791841154
150	-0.000298531713439334
151	-0.000287906022352245
152	-0.000277688064055667
153	-0.000267860973562859
154	-0.000258408637413418
155	-0.000249315657629497
156	-0.000240567317530116
157	-0.000232149549300753
158	-0.000224048903221546
159	-0.000216252518463097
160	-0.000208748095364241
