,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,20,-5.520303089920013,24,4.073481760974937,True,0.09021218757964429,289.01002052028736,,,,,,,,,
1,34,3.5486769248090795,91,1.5005861280120847,True,-0.7146747577734603,146.06776264747472,145.46925943394712,16.9,72.5,143.30913092027617,0.005434763877363115,47122.561622857436,0.24202674116117817,0.6343404537482638,2.898389430939408e-12
2,57,9.206166514893475,88,-0.9888420088643741,True,-0.902977745973302,,,,,,,,,,
3,6,-9.402253920889498,99,-1.1920253880910678,,,,,,,,,,,,
4,68,-7.369837427548704,97,-6.853552055962016,,,,,,,,,,,,
5,16,-6.914188039604284,19,-6.254383429732013,,,,,,,,,,,,
6,3,-7.092481908716161,28,-5.43536280811818,,,,,,,,,,,,
7,5,5.172409771863347,62,-4.219938972811175,,,,,,,,,,,,
8,35,-3.3501975898524616,90,-0.013578627912361085,,,,,,,,,,,,
9,16,-8.233403532208566,85,4.991578210866939,True,-1.0658494581718223,258.91598022309694,251.19818722333912,76.12242471153641,172.63345482692185,250.55551505769273,0.0007485151385351154,126795.42276652143,0.10125791600775094,0.5992527902348107,1.7151831694593993e-18
10,86,9.928844580902329,86,7.286551157029098,True,-1.123942572652917,258.5071026781194,250.63448527786423,75.33236051549251,172.9194163092955,249.9935278969015,0.0007811673977473398,132066.53657800017,0.1012353438455552,0.5997157236305245,1.6068136057574857e-18
11,45,-9.639116274295086,46,0.6116868338352415,,,,,,,,,,,,
12,20,4.992841155885273,88,1.7657716155288519,True,-2.551177345475948,195.75715722264624,,,,,,,,,
13,23,-8.665186071641514,93,2.240159448211905,True,-0.8991836915178113,259.94921744283766,252.07008380078662,79.47720897640502,168.62632538584302,251.524558204719,0.000634057911494797,147990.28113553947,0.0931697444674952,0.5975409658923427,4.062543177905472e-19
14,35,5.552586820841391,82,-3.805912062272723,,,,,,,,,,,,
15,7,9.656539426220917,50,3.263698555960037,True,-1.0682620548515187,260.99561751575607,,,,,,,,,
16,20,-8.687713596306386,60,-1.4961668101168257,,,,,,,,,,,,
17,5,2.515402543391982,90,-0.854336765498779,,,,,,,,,,,,
18,3,4.13778414567107,56,-1.148823007929419,,,,,,,,,,,,
19,46,-9.212753284802586,50,-5.1903006049525,,,,,,,,,,,,
