,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,24,-4.778136647883522,89,-0.26111529469863726,,,,,,,,,,,,,,,,,,,,,
1,1,3.488584104819278,98,-0.8839323715897542,,,,,,,,,,,,,,,,,,,,,
2,37,1.6411466962391614,76,-1.5702559862179815,,,,,,,,,,,,,,,,,,,,,
3,34,-9.488566034720812,54,-8.625820596593702,,,,,,,,,,,,,,,,,,,,,
4,12,-6.2978723353649135,60,-5.0354614979525225,,,,,,,,,,,,,,,,,,,,,
5,47,6.476264336816747,85,3.9471926871038825,True,0.5003821279555467,203.49042969362264,175.70596259955227,46.793456814158034,192.3,172.00654318584196,0.004513057240556049,22450.47016054416,0.28718447156456417,0.6295461019860196,5.7661666877664314e-11,,,,,,,,,
6,26,1.2578811372428227,41,0.6017567613880974,True,-2.5175129402345697,260.45985325464545,254.91356323876659,58.99638536691862,319.8,249.0518073165407,0.002186764868702836,22151.587695893897,0.30472027876680924,0.6142513290177319,2.7435166561416073e-12,,,,,,,,,
7,1,-6.583567067300624,74,0.1899904660095757,True,-1.08952095717708,262.2340255845855,251.35808969969963,75.17203709320655,173.60322225592392,250.7655925813587,0.0007693851070806787,182336.09683471342,0.09720659465832329,0.5995498617144233,2.8440826686648077e-19,,,,,,,,,
8,61,6.773149152457783,64,-6.198149777787531,True,-0.2860016990742611,,,,,,,,,,,,,,,,,,,
9,54,3.509825546696126,68,1.3153024460843294,True,-1.3162497889555345,255.0097231372473,249.22179588949916,65.47987517872684,186.9079251072361,248.26402496425465,0.0011048073366445,85258.57968917301,0.12423082294624031,0.603844853105919,6.093043206871174e-17,,,,,,,,,
10,18,-1.7270483261854217,62,-0.8491446586521789,,,,,,,,,,,,,,,,,,,,,
11,15,6.069923072659371,37,5.7414691874193196,True,-1.110360834996677,186.9251984320879,,,,,,,,,,132.07758599081316,196.35823384554635,233.45823384554635,131.64176615445365,0.0008333628101346239,287883.0306682269,0.11452001168795904,0.6004352592472743,3.5314799229698703e-19
12,4,5.79745822739401,32,0.4411403503419997,True,-2.2088183737086142,133.2172858331955,132.86737115888184,16.6,220.4,131.2197233564792,0.0071279071798199325,2846794.363142458,0.22096065545155297,0.6420754560422479,8.764355872561067e-21,108.71046030123644,224.8,269.0,79.57709814253948,0.0004543143296874198,1484.9204442329549,1.0,0.5944894523711389,1.1135661996998506e-07
13,55,-9.297765425786025,71,0.2740369354139247,,,,,,,,,,,,,,,,,,,,,
14,79,9.68354177077586,88,-6.537423832825542,True,-0.492272301815799,,,,,,,,,,,,,,,,,,,
15,27,-8.943183501560569,99,-6.9668920350366665,,,,,,,,,,,,,,,,,,,,,
16,32,4.1313091125454715,65,0.27969226777273803,True,-0.2289696314024729,211.5646682131199,,,,,,,,,,,,,,,,,,
17,2,9.649962529293742,28,-0.25241763069692347,,,,,,,,,,,,,,,,,,,,,
18,39,4.0950077707759736,68,1.2846298170012744,True,2.1890281214734646,243.7204015377803,209.11023064938658,51.8,204.6,205.84964091873672,0.00493638217779922,26811.890420472468,0.24762492869663497,0.6318099622122857,1.2784071671474707e-11,,,,,,,,,
19,20,8.190903161309578,75,6.934328945466863,True,-1.21055746150001,262.2340255845855,,,,,,,,,,,,,,,,,,
