,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,18,4.009903374792799,68,-5.116326007279586,84,7.177635560046074,True,-0.6977806767014787,264.47808881889057,255.07492844427142,88.21353559700692,162.01353559700692,254.6966161007483,0.0004520756246513703,219123.76521067217,0.07705267461234662,0.5944478265142374,1.3989699959634746e-20
1,37,4.003752939636156,51,-4.691128988397562,57,-6.331163000198858,,,,,,,,,,,,
2,30,0.03285084565458973,49,3.200122975082989,79,-5.20917794494024,,,,,,,,,,,,
3,25,2.7869555851402428,28,-5.871393401794807,52,9.404352521505789,True,-0.8471049869649809,263.6811794923819,254.2061646373752,80.03546540745052,170.1012792444703,253.7329069185099,0.0006089278600546497,221778.13294774806,0.08636032731998244,0.5971440992353356,4.089551878003436e-20
4,8,2.1192575747222477,31,-5.287666004751291,98,6.187404754975429,True,-1.0259495526091889,258.85515144774416,250.88702888140247,77.21140980047973,170.14684588028783,250.31771803990407,0.0007092646827801156,153307.473210132,0.0953863092728402,0.5986821654350479,5.091522152250234e-19
5,16,-1.1760249122661364,51,-2.290977636802449,92,6.844864243035506,True,-0.9465347880596283,259.79496420478614,251.7910708984854,79.39154735313626,168.67492841188178,251.24169052937276,0.0006481383302239197,145012.47380561216,0.09352599127061735,0.5977597683162349,4.854759487130944e-19
6,11,-1.2143531165562607,32,-8.966222502324309,97,-9.12091911856535,,,,,,,,,,,,
7,12,0.0800995156088149,28,-1.445937476003408,87,-4.873654601850179,,,,,,,,,,,,
8,1,-2.2863111695535165,17,-6.701875161780036,68,8.660569916925546,True,-1.0165680048918029,263.5581250266111,252.1465891386259,75.97994811879835,172.987968871279,251.60401037624035,0.0007276249232267908,223929.96245883798,0.09290022428623888,0.598951079706031,7.869127733753941e-20
9,5,-6.918911496102558,18,-8.294840085491305,39,-8.540051672831066,,,,,,,,,,,,
10,16,1.8569395343534545,63,-7.389732048127233,84,8.32124177449797,True,-0.5277286835609227,267.51030551803325,,,,,,,,,
11,5,0.5973633678124539,22,1.2804138691937368,30,2.3157468768318505,True,-1.2501419346414084,258.7310597101999,251.08517694846628,68.86708073639238,184.7002484418354,250.26658385272154,0.0009810945450250438,113552.84323141036,0.11438918680437751,0.6023527716291855,8.545758913115648e-18
12,38,-4.322023916224906,78,-9.65894633793474,78,9.73836830980946,,,,,,,,,,,,
13,5,2.077863570532898,47,-6.212203985413756,95,-9.391571634632346,,,,,,,,,,,,
14,39,-0.0948213155983133,55,-2.553383675387768,99,-5.703910896189894,,,,,,,,,,,,
15,53,0.22585820230760234,63,1.860526148612065,72,-4.28558580031156,,,,,,,,,,,,
16,32,2.2272825460442913,54,7.37695231484091,58,8.85825562440451,True,-1.1585605726283046,261.38538391386595,251.32217530197227,72.97390680746922,177.74434408448153,250.58521863850618,0.0008487690481041963,113551.92139915859,0.10846391308179244,0.600643118076651,4.949229340987249e-18
17,32,7.308953495020539,39,7.425921070391453,60,-8.573054292621894,,,,,,,,,,,,
18,12,-2.3790200482786528,15,3.3131051471831174,44,-5.68925157850384,,,,,,,,,,,,
19,30,2.856750516128921,32,-5.734228570823598,50,-8.949940833400841,,,,,,,,,,,,
