,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_2,phi_false_2,phi_true_2,Tn_2,alpha_2,beta_2,vw_2,vJ_2,SNR_2,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,13,-4.051210080252876,56,0.4536723450990898,True,-0.6500308715863372,264.94956830468817,255.87950804605887,84.4940957098662,166.17527656789295,255.48118085802676,0.0004958415157755785,296204.5596958958,0.078978566632469,0.595243219802515,4.322649885593015e-21,,,,,,,,,,,,,,,,,,
1,4,4.376885144273476,88,-0.6855941936737366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,42,-9.365217667443535,97,6.649072480406797,True,-0.709905843681004,262.7524635697128,254.16263709254443,84.89235355505798,164.4354121330348,253.72152928898842,0.0005024574273402201,185411.86888543714,0.08339279453998634,0.5953602516490177,5.177132261256435e-20,,,,,,,,,,,,,,,,,,
3,17,6.806802401878841,86,-4.705179796536749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,27,-2.822454697797367,66,0.5406792295905802,True,-0.15514234301899366,276.4545403130179,263.1679294586196,104.5495047900083,152.0326730533444,263.0168317366639,0.00020315322999719704,853527.4994761102,0.04786700403395698,0.5888700866797834,5.472579156402611e-25,,,,,,,,,,,,,,,,,,
5,45,-6.278691457215921,77,-0.3063463283510046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,46,-1.3149945388921438,86,0.29782416339479134,True,0.21835265957332292,293.07816172396036,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,15,5.488039881958834,73,1.0842238952227863,True,-0.2909343573308113,150.60016359451387,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,89,-1.749163085797198,98,-0.011638217965550979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,8.763616468886191,51,2.030380067737834,True,0.9483896661686042,153.5193299251256,,,,,,,,,,127.19951044110343,158.2,218.3,108.60423921738744,0.0008535239346628029,1931.2843446629402,1.0,0.6007067169059032,3.4846580387001694e-07,,,,,,,,,
10,5,-5.474878563375977,29,-2.8620099711387015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,44,-2.0977012728748683,96,1.5861699314011979,True,-0.6862769572131872,263.5602251599678,254.3605359594359,85.78380415681058,163.57028249408634,253.9432391686379,0.0004837364655873252,191549.92096450308,0.08103995799721685,0.595026980751263,3.7091968848974533e-20,,,,,,,,,,,,,,,,,,
12,24,-6.720348622628434,92,-2.8238103640176693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,53,7.564529073331354,69,-2.630463062024444,True,-0.5154537352707197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,24,6.827939151165943,69,5.15622333153042,True,-1.8560917872123857,191.48868618041053,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,62,-8.087800579815855,64,6.942419659628168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,25,-7.035242583113732,31,-6.766136370473987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,-9.903120954894165,50,3.96763726339808,True,-1.0326589904119983,261.6656946737527,252.6196821218549,75.05059556953827,174.99035734172296,252.06988088609236,0.0007506292504223522,220058.54966547195,0.09340762187397869,0.59928307806133,9.474182188176428e-20,,,,,,,,,,,,,,,,,,
18,17,4.560812005187307,82,-0.927511986386758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,40,5.245070559934801,95,3.717075448119358,True,-1.2861287769030127,187.27601846767138,159.01838808287613,43.46354796448123,187.1,156.03645203551878,0.004446612397068907,57901.884728632635,0.2711070693442642,0.6291802031101698,5.810233095916437e-13,,,,,,,,,,134.4137448041661,195.1,231.44452064811807,133.95547935188193,0.000797804414419448,143285.38283528245,0.11636324393270198,0.5999477219710433,9.708237856967397e-18
