,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,22,9.297341347348073,38,7.561876288261146,True,-1.995990261831292,258.93906235208294,188.80401523303075,394.0223437201987,431.1223437201987,188.48882813990065,0.00010726884201777047,279941.3754929043,0.08161315754385039,0.5857446273523281,1.3415853629210954e-22,,,,,,,,,
1,53,-6.184888740073906,69,-1.4621130065091954,,,,,,,,,,,,,,,,,,,,,
2,27,7.591247261806092,65,-3.9438127459419636,,,,,,,,,,,,,,,,,,,,,
3,13,9.064860593757576,81,5.618211893038618,True,-1.1381177328767818,258.25329096511456,251.38388939744812,73.34619958261943,1302.6692399165238,250.43076008347612,0.0008687859435328431,4777319503.079182,0.12384292193907002,0.6009102627346452,5.451587911904411e-41,237.30330703521415,1329.5133119740858,1425.3022186623475,235.89778133765236,2.370721209229995e-05,64201.75116523025,0.1549374452341941,0.5813120846050267,1.4437827891119273e-21
4,42,-7.304763938358089,87,-3.6747366068535907,,,,,,,,,,,,,,,,,,,,,
5,37,-1.5545377599245036,86,1.0974493188563343,True,-0.6928948151828376,263.65407843349345,254.78289326818015,85.01794310356306,164.99076586213783,254.3364113792874,0.0004985305420420422,174602.8403040081,0.08377056595227149,0.5952908839346049,6.809123958347728e-20,,,,,,,,,
6,57,-9.327098002750487,85,7.315016981646718,True,-0.3384338327159963,272.04938271604937,260.1586741792618,99.67337055247049,154.6733705524705,259.9316573618824,0.00026551671307992305,335656.8090761808,0.05903866806052332,0.5905006839941817,1.910337561762295e-22,,,,,,,,,
7,31,-4.403073145103806,98,-2.044374033404159,,,,,,,,,,,,,,,,,,,,,
8,58,-7.54163507704347,98,-7.276133689737934,,,,,,,,,,,,,,,,,,,,,
9,73,-2.59091998279737,79,1.2300955297977456,,,,,,,,,,,,,,,,,,,,,
10,29,-6.375723301793039,50,6.055865897548664,True,-0.5237315943342488,269.52816329510085,257.98702547060196,91.18887835616039,161.37110268492833,257.6822243287679,0.00038653250049362363,356717.479211972,0.06876110839740834,0.5931783132018842,6.074309493857707e-22,,,,,,,,,
11,36,-7.51156391549859,58,-3.6714179101752435,,,,,,,,,,,,,,,,,,,,,
12,39,-6.670321926950617,66,0.9927804930643429,False,,,,,,,,,,,,,,,,,,,,
13,12,-0.3304899691172576,81,-0.25328893416480547,,,,,,,,,,,,,,,,,,,,,
14,37,4.356865282791791,96,-2.8966983605366696,,,,,,,,,,,,,,,,,,,,,
15,3,5.833303119498449,9,-1.9114188580455167,,,,,,,,,,,,,,,,,,,,,
16,6,8.11265716199998,95,7.854589695979165,True,-1.149951777682532,257.7636722869287,,,,,,,,,,,,,,,,,,
17,14,8.687583484594796,98,5.540169427367269,True,-1.1742604767504639,257.4775562687573,,,,,,,,,,,,,,,,,,
18,53,-7.2038512271948125,87,-6.724956034441309,,,,,,,,,,,,,,,,,,,,,
19,23,5.936201723376923,88,-5.417703324171271,,,,,,,,,,,,,,,,,,,,,
