,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_2,phi_false_2,phi_true_2,Tn_2,alpha_2,beta_2,vw_2,vJ_2,SNR_2
0,1,0.5337530950442222,66,0.34002756553242186,True,-1.0722212341107222,261.889860539552,251.74169100509587,75.47812201793697,174.24687321076217,251.08437559641263,0.0007636647526021203,129420.93800396021,0.10231864340722928,0.5994688578355123,1.6696831797458616e-18,,,,,,,,,
1,30,-2.5631523094375837,30,2.3575168139087506,,,,,,,,,,,,,,,,,,,,,
2,4,-5.941506356649555,18,-4.605629391890142,,,,,,,,,,,,,,,,,,,,,
3,58,-3.7217474357410607,75,0.7802865930262612,,,,,,,,,,,,,,,,,,,,,
4,61,1.3841673980499607,76,0.45189760154840286,True,-1.3036230014871255,255.95222943447462,,,,,,,,,,,,,,,,,,
5,75,-7.651082924935439,87,-7.397214943584885,,,,,,,,,,,,,,,,,,,,,
6,22,-8.905687882472677,61,8.190199889630861,True,-0.8449687331278855,262.53437886015723,253.7707190275214,79.52468914005883,169.8548134840353,253.31506217198825,0.000614510845915758,280057.6320264368,0.08482352504554408,0.5972329919377628,1.2830497790139875e-20,,,,,,,,,
7,43,-9.73193961252991,88,-2.911294044190347,,,,,,,,,,,,,,,,,,,,,
8,4,8.00016488409139,88,-5.4008871944388055,,,,,,,,,,,,,,,,,,,,,
9,9,-7.496332709033037,91,-4.811727725145472,,,,,,,,,,,,,,,,,,,,,
10,17,-8.67229957032359,57,1.0142857078868488,True,-0.36757705701548715,270.3179060278217,259.6910144523511,95.13431543645304,158.73431543645304,259.41642114088677,0.00031987650595268917,346253.9182221012,0.06502516587857186,0.5917675958556279,3.491445269784584e-22,,,,,,,,,
11,12,5.2578035315888485,47,-0.2835716059347426,True,5.169050020932645,,,,,,,,,,,,,,,,,,,
12,99,8.337979478504149,99,-4.493687659091432,True,-1.1596917806581293,257.9207794795103,,,,,,,,,,,,,,,,,,
13,34,3.967252335605094,94,2.645889113901486,True,-1.9894408445105969,192.48179803735354,,,,,,,,,,,,,,,,,,
14,1,8.702443761561636,40,-3.132877559318066,,,,,,,,,,,,,,,,,,,,,
15,43,5.3044533906145315,82,1.7680457090591446,True,4.075950172330137,206.55833699311964,,,,,,,,,,166.5315092601072,45.4,88.7,163.8077741882667,0.002039442772630716,68801.84271309256,0.255912806869504,0.6130295288100495,1.7945831335890553e-14
16,78,-1.775827069270937,89,0.8394228114342894,,,,,,,,,,,,,,,,,,,,,
17,44,-5.608057486747571,92,-4.713482387650567,,,,,,,,,,,,,,,,,,,,,
18,5,9.694546804541844,63,-7.673376992218277,,,,,,,,,,,,,,,,,,,,,
19,18,-9.62571640771788,94,-6.18116099884012,,,,,,,,,,,,,,,,,,,,,
