,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,54,-9.761832489045712,81,0.6516300970990692,,,,,,,,,,,,,,,,,,,,,
1,90,7.017199385162044,95,0.255811842604853,True,-1.1448969509076836,258.199568422657,250.2205747937801,75.04089523959311,172.40453714375587,249.6318209520814,0.0007897754218659968,163918.35343157026,0.09713004895183389,0.5998360781044377,5.286349205593306e-19,,,,,,,,,
2,14,-6.782108073445203,39,-0.3918487676400755,,,,,,,,,,,,,,,,,,,,,
3,47,3.637134032180649,87,-1.4313186480408397,,,,,,,,,,,,,,,,,,,,,
4,44,3.751655320899822,51,0.08980998523922068,True,-1.039089317071474,259.8335927371783,252.53958033814217,74.7160842651447,176.16965055908682,251.87678314697106,0.0007674241481386335,131455.66222350122,0.10262382639697304,0.5995221287305236,1.562949366843985e-18,,,,,,,,,
5,45,-9.322774624870274,49,4.519604841727054,,,,,,,,,,,,,,,,,,,,,
6,2,8.626357429351575,69,-2.995115729327442,,,,,,,,,,,,,,,,,,,,,
7,59,3.7600883102520406,71,-1.35654169393057,True,-0.5566540998637043,,,,,,,,,,,,,,,,,,,
8,2,8.806279705229933,41,-4.76886744750569,,,,,,,,,,,,,,,,,,,,,
9,43,9.881975998447881,45,-4.505459804024968,True,-0.9484545649312447,262.31255036066483,254.1129484917515,80.18625827303276,170.75175496381965,253.68274834539346,0.0006357838245767643,370201.71470227063,0.08233536891160778,0.5975679203706641,3.3450360879966477e-21,,,,,,,,,
10,90,4.350777771513956,98,-1.8679587872465948,True,-0.8615755921612946,273.97637805112663,256.6902690480767,99.12800131063408,153.93733508084543,256.49066622978864,0.0003359430391110471,885181.5172088876,0.0556841152601169,0.5921204814657711,2.9881495323700198e-24,,,,,,,,,
11,5,2.5950174037995595,30,-0.04729396951442055,True,5.158821331672559,,,,,,,,,,,,,,,,,,,
12,90,-3.975408581473987,93,2.8349337254563842,,,,,,,,,,,,,,,,,,,,,
13,35,-4.798882971629137,92,-4.235936343332396,,,,,,,,,,,,,,,,,,,,,
14,40,4.89786446266638,84,2.490721770377604,True,-0.47615123804262394,188.736473098613,167.08721498570915,42.99766060167747,189.8,162.00233939832253,0.0044523397756227705,14206.432693271974,0.34366738603822206,0.6292117935436671,1.0416374960048553e-09,,,,,,,,,
15,15,8.420787947663996,36,4.566931925691888,True,-1.0185699759947104,184.59451877475377,161.75125949007278,42.9,188.5,156.87634841174193,0.004507660468332201,14193.084780209732,0.3416873143884411,0.6295164531284722,1.1712589974850734e-09,137.43100959871543,195.7,230.93133831952082,136.9686616804792,0.0007067419681512462,107887.15807410397,0.1156114978079318,0.5986449347119166,2.524334402152454e-17
16,21,8.922790473389547,60,4.987787524036216,True,1.0578579515499713,204.53289683500282,,,,,,,,,,126.74858793994622,130.90384105419946,210.3,114.19615894580055,0.0011056691679685086,4296.167065403448,0.5926467636738525,0.6038549296547627,2.6215118346658316e-06
17,7,-3.328494674292397,70,0.43564373252683986,True,-1.0469711076438069,263.2225125078975,,,,,,,,,,,,,,,,,,
18,24,-7.082044910852532,42,1.5644870178597294,True,0.4156682069213185,306.6777328215236,,,,,,,,,,,,,,,,,,
19,17,-6.530798135954061,79,-2.5109380908607593,,,,,,,,,,,,,,,,,,,,,
