,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,40,6.303628722768021,75,2.7377586782441767,True,0.5151405521701509,202.63285986105575,179.62538030154587,45.03033283968193,193.63033283968193,174.86966716031807,0.004498674042671271,14673.999083330042,0.32114034089030574,0.6294671512893121,5.972970370259888e-10
1,14,-3.403439676478806,65,1.3054567852563679,True,-0.957983385759174,261.6725621252906,252.63612313863715,77.02800599607156,172.21680359764292,252.0943988007857,0.000691876185983935,209178.5366693662,0.09268507597334262,0.5984241253393051,9.378651078416658e-20
2,23,-4.272314900878095,94,2.844433588968009,True,-1.0413995867566743,258.7402285560703,250.9529786186309,76.81713026906952,171.03027816144171,250.3565739461861,0.0007241488106101869,135785.16248528336,0.09762279802813902,0.598900439895251,1.0331474127554785e-18
3,9,-6.528761882200711,38,1.1877770209984018,True,-0.7201605088092822,263.85875877060346,255.4106287633988,81.91434717065489,168.44860830239293,255.01713056586902,0.0005460732600876665,403496.76577080594,0.07856482703858825,0.5961126246897399,1.2415069861604378e-21
4,5,-9.79281313950633,32,5.401443805700124,True,-0.9747987551087539,261.36041695225964,253.30371253478543,75.761230114615,174.83061505730748,252.75646164756418,0.0007195142179215306,230803.77332104617,0.09309391564288702,0.5988327262917577,6.481734615429149e-20
5,70,-7.088716967913844,84,0.08194230070956365,,,,,,,,,,,,
6,43,-9.670422319092683,60,7.741877471486024,True,-0.27622410973052924,278.4157083607783,261.6926704493109,102.16221708830037,153.37166281622527,261.5094457279249,0.00023520590816319812,632427.6886412622,0.052891265308855406,0.5897359065334434,4.617337975475031e-24
7,49,-7.1526495399207235,94,-6.213858556105453,,,,,,,,,,,,
8,54,7.392362234390724,85,3.8244765358938935,True,-2.87880874120385,263.33085606321094,254.65715983272662,63.17285096233711,318.80904967922095,248.609049679221,0.0023324335411247566,19456.411766192436,0.30911239705902976,0.6154166979440338,6.611143412221861e-12
9,10,-3.3912888943023596,32,-1.972800570460171,,,,,,,,,,,,
10,57,-4.61514616467568,94,-2.013721047583374,,,,,,,,,,,,
11,3,7.097656161070425,29,-6.9205360745738975,,,,,,,,,,,,
12,5,-6.647258704477714,30,2.51800562328304,True,-0.942446343687636,261.4320581713375,253.58909218612897,76.76121875615014,174.59673125369008,252.96775624876997,0.00069904115419646,144447.34796443532,0.09915090486803259,0.5985308551387456,6.820398852875138e-19
13,9,8.790114625480598,49,-1.237042223642062,,,,,,,,,,,,
14,36,-6.2494171812984955,82,-0.9939391544618346,,,,,,,,,,,,
15,5,-7.528171092989496,23,3.1394677538589892,True,-0.8578209948444383,261.9006603502727,254.3399944278906,78.03866939770009,172.92577959846673,253.84355510038333,0.0006454282819375028,234046.31809854167,0.08845176770942875,0.5977178487027869,3.902065902140484e-20
16,30,9.129601831042788,31,-3.787400735836104,True,-0.9766080246388914,261.7046313094811,253.6082210183951,76.79601625253211,174.41760975151928,253.0607967494936,0.000704165998726955,176601.40757881518,0.0929919955683255,0.5986068466189374,2.2795562903792413e-19
17,18,-8.160008730759243,36,-0.6464466794469814,,,,,,,,,,,,
18,64,6.805677029672633,72,-0.3614386316464717,True,-1.0468451994162034,259.9098471118546,,,,,,,,,
19,22,9.171422549412064,59,-8.196547829661863,,,,,,,,,,,,
