,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,17,-6.40068462773937,46,-0.953223767086115,,,,,,,,,,,,,,,,,,,,,
1,3,-9.532883648854845,55,2.4493663297172663,True,-1.0392094615675116,260.1021152443473,252.4398228598731,75.53548920056119,175.0212935203367,251.79290215988777,0.0007520402596573742,137311.77896499337,0.10136596967530546,0.5993032682000213,1.1579344111945108e-18,,,,,,,,,
2,17,-8.660476637238672,95,5.126339978870174,True,-1.114529534446205,258.36113510248555,250.24991842182754,75.59708153376423,171.45824892025854,249.68058369324717,0.0007667150767532709,159464.06180933313,0.09547691924221215,0.5995120915208149,5.358911816306889e-19,,,,,,,,,
3,50,1.7481353530462673,99,-0.5319882177978297,,,,,,,,,,,,,,,,,,,,,
4,18,-9.658398584626841,77,8.713898331217504,True,-1.0278922476405568,258.9907337231187,251.7764147182772,76.12462629363033,172.5547757761782,251.21507474127395,0.0007299697368281991,197696.4059380476,0.09452918385801166,0.5989851677559895,1.5314614520224097e-19,,,,,,,,,
5,77,7.621935684223747,92,7.014169331089743,True,-1.279472687808815,256.2800116058802,249.13509809302653,70.43529388703192,178.28117633221913,248.37294122259362,0.000954401917357446,110636.38505007136,0.11076665407592386,0.602018103347328,8.599549970208152e-18,,,,,,,,,
6,17,4.394689261012971,60,3.0999710638991047,True,-1.2336538561023083,259.55758918721887,258.8129136503997,73.06568495039852,720.1664212375997,250.23357876240038,0.0010374004112232718,417140.51328043843,0.3778473332235942,0.6030434192705537,2.6263368645518077e-19,242.60648300206765,735.1945556356706,809.1945556356706,241.70272218216473,4.5435903802981194e-05,86032.80392264781,0.12192862277034974,0.5828276653353515,2.1522637459855903e-21
7,36,-7.157897587541964,56,0.3143837926048736,,,,,,,,,,,,,,,,,,,,,
8,58,8.191312524343225,74,6.2463898417451915,True,-1.3717175139393636,258.2676600589938,248.98706254774896,66.89686203051113,184.89874481220446,248.1006275938978,0.0010967252685903579,100923.36289619273,0.11953074242715547,0.6037501422408565,2.402148828494316e-17,,,,,,,,,
9,53,4.427696128041838,72,-4.205471123458766,,,,,,,,,,,,,,,,,,,,,
10,16,-2.4654390846742524,22,-0.33013749033569795,,,,,,,,,,,,,,,,,,,,,
11,34,8.399118487917285,68,4.487324639348438,True,-0.14215136220452868,191.7159331621412,169.56051826243072,43.8141261005744,190.6141261005744,164.8858738994256,0.004419646429782818,16385.64234132631,0.32748180020043705,0.6290308419012849,4.1547240797991446e-10,,,,,,,,,
12,36,6.463943044247657,71,-3.706240932903267,,,,,,,,,,,,,,,,,,,,,
13,25,7.076345661898635,48,-2.0179953006113527,True,-1.6994348429972976,,,,,,,,,,,,,,,,,,,
14,25,-2.3295113303788018,69,-1.9066345742028634,,,,,,,,,,,,,,,,,,,,,
15,58,2.824483397321991,88,-2.180117832610133,,,,,,,,,,,,,,,,,,,,,
16,37,-9.809371015308031,49,8.905768126297346,True,-0.3287565078789183,275.83351814888726,261.0636669477461,100.29561799213472,154.77171349410105,260.87609550196635,0.0002591666507996335,720148.7459997184,0.05356314270473496,0.5903443220415093,3.358983055132427e-24,,,,,,,,,
17,18,8.010825802995882,40,-1.6352014608634953,True,-3.3636485969899153,,,,,,,,,,,,,,,,,,,
18,89,6.282030351448576,98,-2.680253556590479,True,-0.8053466003505781,283.185838535964,,,,,,,,,,,,,,,,,,
19,31,-5.37666310244052,82,4.077006694149553,True,-0.809340856556652,261.6374043641892,253.55732555971,80.95134417605786,167.6010753408463,253.14973116478845,0.0005796791836984363,383212.03758721775,0.08026492098719468,0.5966713385602439,2.0448121757785525e-21,,,,,,,,,
