,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,1,-0.8738732824123385,63,-1.156950032548874,79,-8.830641154521143,,,,,,,,,,,,
1,12,0.7368145071591847,46,-5.985098073144206,87,-8.49940126399847,,,,,,,,,,,,
2,8,1.7357420444789469,13,-3.601657536244785,30,-6.86821963300514,,,,,,,,,,,,
3,35,-1.8523547001173029,38,2.2928318580094924,40,8.232851374427618,True,-0.9904996678839372,261.4531558976003,253.18232108759042,76.37913786309738,174.38748271785843,252.60417242738055,0.0007169124128798813,189739.7143131177,0.09570064012899054,0.5987946132154476,1.7896609298463403e-19
4,64,-2.788717325419099,68,-7.713473889463607,75,-9.655703283522286,,,,,,,,,,,,
5,15,0.2178098151501615,41,-4.79012474785613,99,-7.407890069775538,,,,,,,,,,,,
6,26,-3.759155771073404,30,7.365102900334307,79,-9.043710696382238,,,,,,,,,,,,
7,38,-0.5243391025643298,43,-1.1733184999690405,68,-3.8559329003023146,,,,,,,,,,,,
8,1,1.6570771205625245,52,3.5310707612234022,97,5.699275555508125,True,-1.6323229295485924,255.9376798411405,225.14004084460728,413.97178587716496,473.371785877165,224.4641070614175,0.00010907911055278328,104897.55791176259,0.1093837018594294,0.5858146341311312,1.6496590415846585e-20
9,6,-2.8365405752392503,72,6.803475610952518,88,7.746144300064504,True,-1.2954601948093312,255.98022587727948,,,,,,,,,
10,3,2.8926434122379625,27,-4.309937973738824,84,9.453198372595097,True,-1.04180659412655,258.7797046767422,251.33811115995564,76.38214263284806,171.90928557970884,250.7635714734304,0.0007308788202402777,179486.39696430878,0.09572071608440404,0.5989983683513797,2.556295207507331e-19
11,73,1.0368111150076604,98,-7.394418231400534,99,-7.4671729658032815,,,,,,,,,,,,
12,67,-1.5226106464874523,93,-5.99866637421197,94,-7.467278011840031,,,,,,,,,,,,
13,40,-3.0468780485669527,79,-4.9903954116633,89,-8.542650527044637,,,,,,,,,,,,
14,6,6.151900892894872,17,6.1618981753862485,75,6.523035227825037,True,-1.1433252521352006,258.64830179129837,252.56100156117517,74.0899939464611,1001.7,250.48200121070778,0.0008770589090598803,13792736.569881758,0.18372161506139092,0.60101973369469,6.101112379550789e-28
15,5,6.570283227301914,19,-7.123437819897127,35,-8.034611080988114,,,,,,,,,,,,
16,10,3.648464781297765,20,-3.915436113966198,23,-5.488616886602873,,,,,,,,,,,,
17,17,-5.167375451719261,34,8.818491183189877,40,9.536827061605656,True,-1.0066894085946392,259.94513031550065,252.56335108019738,73.12951055901802,177.0377063354108,251.9540978881964,0.000778455753023651,200178.88780072072,0.09836882047081477,0.599677667316874,1.8690237067554624e-19
18,21,0.18832328605991933,77,5.803041527031652,87,-9.436890697571357,,,,,,,,,,,,
19,31,3.5962705046943118,53,-4.128229214356516,78,9.092580419082637,True,-0.9125724540682578,260.9175430574607,252.9039041624458,80.70653032454551,168.4039181947273,252.3986939350909,0.0006159621891639099,215562.0504379074,0.08931364452950491,0.5972560312983266,5.276276630078556e-20
