,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1,Tc_2,phi_false_2,phi_true_2,Tn_2,alpha_2,beta_2,vw_2,vJ_2,SNR_2
0,70,5.034051584326937,77,2.413354139072702,True,-1.1256899748745695,258.9055764638755,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,-1.2869035345758562,51,-0.7902258105968585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,8.098654710080922,27,6.79988568933403,True,-1.0477253700714864,260.1956092166566,255.23925700136783,75.12298591361596,1018.5645971827232,252.13540281727683,0.0008423446709289839,6625020.265080791,0.22481570616261431,0.6005566826555979,3.2036019342083476e-26,240.8489402043967,1043.0096520786917,1136.754826039346,239.47258698032707,3.567602881588565e-05,67400.57965588737,0.15183195977503727,0.5822065150829301,4.636305110542168e-21,,,,,,,,,
3,23,6.04861649654584,48,2.97729205914073,True,-0.30262215050090313,188.45180360685364,168.5815209482634,43.0,190.4,163.42679129525584,0.00443056129805602,13598.84360831581,0.3444191836837773,0.629091358774518,1.2468988501892055e-09,,,,,,,,,,,,,,,,,,
4,21,9.136612906830944,93,-1.4907213464266071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,48,6.057537273051633,84,-0.49647111104218666,True,-1.2357688659482915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,37,-7.199817125783936,52,-3.809539069633101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,39,-8.558882696462904,72,-0.8965792717460825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,25,-8.41738003519332,81,8.066247243297479,True,-0.9656568565115488,259.88908063778626,252.04980723943532,77.60598716585059,170.90359229951036,251.49880256682988,0.0006843595709776931,187724.9995294768,0.09359955294547367,0.5983115380560928,1.592327997583447e-19,,,,,,,,,,,,,,,,,,
9,80,6.496571760940888,87,1.86148677250719,True,-1.1371612123163248,257.7328126848894,250.58878318191574,73.95354661364968,174.1921279681898,249.96929067727007,0.0008099395864584202,170941.5050803988,0.09954428030921625,0.6001153566322812,4.834509424415642e-19,,,,,,,,,,,,,,,,,,
10,49,8.848313757295426,80,3.552153551401487,True,-4.599011608314644,289.8155479311459,265.1191779229895,68.79980448226392,301.4,259.8001955177361,0.0034765739789745756,21826.076596430576,0.2817036081196588,0.6234508245410891,8.50896598885694e-12,,,,,,,,,,,,,,,,,,
11,7,9.738322762848131,37,3.786383631846032,True,-0.5656066397303344,150.3035436961739,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,19,-6.91172821670108,30,5.009201230603024,True,-0.2948927288128049,274.73178884590294,261.700989743506,100.57995688152855,155.17995688152854,261.50501077961786,0.00025503271772902707,642027.0361654834,0.05469447978633395,0.5902414733675877,5.832907734023983e-24,,,,,,,,,,,,,,,,,,
13,38,-4.0334496326438485,77,-3.864457963591903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8,-9.174019394358135,14,2.5633046472842818,True,0.3231427701003253,298.54901305619404,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,36,-9.201077154733241,89,7.348203327071271,True,-0.7972183369860325,261.4205151653711,253.24979222879824,82.1412041737818,166.43090313033636,252.78969895655456,0.0005619337085210286,202415.07697989367,0.08535355298833,0.5963784661006841,4.983449054353632e-20,,,,,,,,,,,,,,,,,,
16,27,-4.939532499261423,39,1.640717860744461,True,0.5905875736788404,316.63330889298425,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,60,-4.719990975688317,83,2.5925262154213957,True,0.09468290900548008,288.28962586406294,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,76,0.7147677714968097,81,0.06063251538220804,True,-1.1004813668130011,262.56254588754996,251.1847378981286,74.97212189634843,173.90327313780907,250.56557562073033,0.0007793452373044987,163742.3231182491,0.09939925139009137,0.5996901582994806,5.272721865114229e-19,,,,,,,,,,,,,,,,,,
19,28,5.869246877614522,47,2.0651319336823306,True,4.796562843438498,311.6773874319644,,,,,,,,,,,,,,,,,,,235.56878319002027,104.60409969332272,211.7,230.29590030667728,0.0015072989682000976,19990.548727483747,0.3078849569430867,0.6081690127186942,1.907648679523298e-12
