,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,23,-7.672803474689491,43,0.2515244468330895,,,,,,,,,,,,
1,1,-4.801249510919272,11,1.1199784783369076,True,-0.8842292601326937,260.838638117284,254.05658714217424,77.11124140247924,176.80674484148756,253.39775171950416,0.0006820162386448101,127748.22122521991,0.10202347880833754,0.5982763072784459,1.2204762009622416e-18
2,40,-9.143057278009554,78,4.646849894343326,True,-0.36638006673577894,271.00340754312754,259.67079987523186,96.7467330214283,156.5467330214283,259.48831674464293,0.0002970540156563054,1529039.5370321304,0.053010893177457344,0.5912502975871515,1.195758491919574e-25
3,35,-9.422004983508893,70,1.3623928412471127,True,0.41547454554070706,304.87798876770813,,,,,,,,,
4,29,7.542021025993975,52,-1.1171947708396353,True,-1.3095880387046548,,,,,,,,,,
5,92,9.038050843114352,96,-2.2803440049954293,True,-1.1138373786684062,258.4098705218454,,,,,,,,,
6,1,3.155643059895887,32,-0.199272626102875,,,,,,,,,,,,
7,9,6.087678295138989,28,-0.3860840187800356,True,-0.6099245389545778,,,,,,,,,,
8,5,7.037216620856171,74,-4.047413451418162,,,,,,,,,,,,
9,4,3.404354350237476,91,-1.3200527677486829,,,,,,,,,,,,
10,14,5.352721248904718,28,-2.8888206129814797,,,,,,,,,,,,
11,61,8.915297259425067,94,8.520815600622154,True,-1.9906721399832878,255.3501277254203,,,,,,,,,
12,3,-6.651517078894988,51,4.925019908988041,True,-1.0334350231376344,261.62457246440516,252.58749212314825,75.31738230429927,175.07042938257956,251.97652353914015,0.0007505601533520454,163972.75882308147,0.09848014701631792,0.5992820888566466,4.512601830139669e-19
13,66,-9.061045192229786,78,-2.592219967704919,,,,,,,,,,,,
14,76,7.844687512643397,98,7.802558704697557,True,-1.475043055390974,254.69010810973305,,,,,,,,,
15,57,-9.983389466135131,76,7.160489041278318,True,-0.12792177257238382,279.40959062805547,,,,,,,,,
16,43,-4.975062161116948,96,-4.213796562060297,,,,,,,,,,,,
17,49,9.388672057337388,75,-1.54396313468569,True,-0.8236951955644393,,,,,,,,,,
18,23,7.06656125796653,30,-2.94633938067755,True,-0.44381574170829635,,,,,,,,,,
19,56,-5.717064508169861,96,-1.8628950804887516,,,,,,,,,,,,
