,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,18,-9.035611928206976,40,-8.09325812637773,,,,,,,,,,,,
1,52,-9.18680104837151,86,8.603462083828404,True,-0.5230661422178656,267.60460110940227,,,,,,,,,
2,29,4.066463699550237,66,-0.9746098664394758,,,,,,,,,,,,
3,18,-9.185966078580313,40,4.864611827349119,True,-0.48363920944442673,268.8663270203958,258.46258377035673,91.56364595244368,161.51091676195495,258.14727080951127,0.00037753943289873566,335737.7369518016,0.06988071197434907,0.5929957154066404,7.824652953889657e-22
4,12,-8.655812160769711,96,-8.13023474963029,,,,,,,,,,,,
5,42,-4.781009537611284,94,3.5593117110343915,True,-0.6975796934279714,263.2353129788161,254.33470003068427,85.29497952196094,164.09698771317656,253.90100409560782,0.0004935958261023499,175616.42866950968,0.08264731797288051,0.5952033115748095,6.28992343665681e-20
6,36,9.189800179796187,38,0.631183415783731,True,-1.0193389188420687,260.7532457382307,252.91188700538922,75.01205122512494,175.70602561256248,252.33132479581252,0.0007495378513037154,197132.07000509466,0.09594751970756339,0.5992674476902623,1.7081232739473273e-19
7,47,6.920218298270363,57,-2.3108313274764347,True,-0.5647387908829679,,,,,,,,,,
8,4,-7.053532591795166,14,-5.931608378465478,,,,,,,,,,,,
9,63,-9.085342859548756,92,-5.789405146719606,,,,,,,,,,,,
10,36,9.50763936174851,53,-7.980439734204845,,,,,,,,,,,,
11,21,-9.3208833108004,24,-8.385555676724563,,,,,,,,,,,,
12,39,3.5702967805850285,55,-1.1535453476690787,True,-0.595751410690316,,,,,,,,,,
13,39,7.3560496423182045,80,-5.284812955171134,,,,,,,,,,,,
14,25,-3.6798886417860155,66,1.0121959226177815,True,-0.4372421960884468,271.5207224641187,258.62985406394085,92.96803194476338,159.86081916685802,258.34639361104735,0.00035193948092310424,447896.21934041695,0.06624219365656349,0.5924633173430881,1.3682095526657816e-22
15,48,-4.8823199992493915,59,-2.5777440545867236,,,,,,,,,,,,
16,60,6.979483530206668,97,0.25335474290135984,True,-1.0944228936453677,243.86075918323294,,,,,,,,,
17,22,-5.6915414846131895,93,4.992974820278276,True,-1.076523278466929,258.3799117654163,250.63458132532944,76.35736384300502,171.474418305803,250.008527231399,0.0007454794073828458,124627.85255256656,0.10004765458941013,0.5992092208129938,1.815080251491705e-18
18,52,-2.958621844459996,53,-0.2529936483242068,,,,,,,,,,,,
19,58,4.609620024589685,84,1.2824227747613435,True,-2.0098725732041713,253.50003133421077,,,,,,,,,
