,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_2,phi_false_2,phi_true_2,Tn_2,alpha_2,beta_2,vw_2,vJ_2,SNR_2,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1
0,4,9.134165773649933,68,-4.689314873194281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,73,7.7688237336002395,76,-6.110955323585077,True,-0.5411383469650728,834.5235965203756,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,-9.155371643371277,34,1.0613820842051673,True,-0.5819814041616413,266.4423097274758,256.98584923596155,86.66497799813585,165.33898679888154,256.58700440037285,0.0004566225719171152,254256.73082092855,0.07887931716850077,0.5945322605371396,7.062662433851631e-21,,,,,,,,,,,,,,,,,,
3,44,-4.078271817108334,46,2.6793952622838937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,8.625564400204329,23,-5.977102219490598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,51,-7.750892531723565,63,-3.310119412086494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,33,-9.443263407626912,34,1.2283802391196463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,15,7.203504381911891,29,-2.4952615500488324,True,-1.553451399141369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,5.587102622707414,32,1.4228049817462534,True,-1.0911743605078972,188.3855085243974,,,,,,,,,,145.6400623789484,55.2,207.8,121.88829952995768,0.0029719529459471044,1249.7381256041901,1.0,0.620118086686891,9.194341073582842e-05,,,,,,,,,
9,4,3.2167005885017694,87,0.4646615357157593,True,-1.1203192321111766,258.57206847376415,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,34,2.0910395035442892,66,1.2741539168336917,True,-0.017247551526650633,194.9877635308542,169.51618047762497,44.99726620900492,190.7,165.1027337909951,0.004430269072702537,16222.854755988601,0.31848445911198786,0.6290897396798045,4.0344444293404937e-10,,,,,,,,,,,,,,,,,,
11,45,-7.583194674711975,55,-0.6100577786308818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,16,-4.124455926000943,76,2.3852517433024616,True,-1.0211265792633528,263.06507008261394,251.83282382915087,76.51050282532597,172.64630169519558,251.21789943493482,0.0007257495659846894,147454.40784916343,0.09894819309269053,0.5989237752831917,7.021426938737378e-19,,,,,,,,,,,,,,,,,,
13,34,5.877552269856093,57,1.90636810184294,True,5.806954199127496,344.4275279666227,,,,,,,,,,248.13800276618204,111.7,216.3,242.746369830726,0.0014771573569988782,18800.606684008497,0.3014691644598655,0.6078681693691296,1.9505495722810333e-12,,,,,,,,,
14,19,-9.43333320124992,47,0.43855743955278115,True,0.7544966110236594,331.1250198767346,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,55,-8.114720166399053,94,-1.8076819434202012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,8,5.570190337079307,27,3.8221812273507076,True,-1.8870343184564249,189.98759650810172,,,,,,,,,,,,,,,,,,,112.55310113264952,324.7002192487052,359.2002192487052,111.99978075129478,0.0006233209732293809,73711.91227614568,0.1397114530509649,0.5973724192720398,2.996528576790274e-16
17,15,9.914677642314164,29,-8.382902048921117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,4,-4.2598829599759025,56,4.02594100003677,True,-1.0475363831748652,259.2569704793162,252.26488288021795,75.00833781319565,174.5450026879174,251.71833243736089,0.0007554822581432792,216281.44638189455,0.09316814091538839,0.5993524371283471,1.0522025562578059e-19,,,,,,,,,,,,,,,,,,
19,21,7.330808123106753,78,0.8798252772863631,True,-1.3111118044781649,183.7773509598265,155.4002424022747,27.3,205.4,147.54305007527844,0.00778315723764285,8929.264358273238,0.43477997451602457,0.6447842038075586,1.6230677760019647e-07,,,,,,,,,,,,,,,,,,
