,n1,a1,n2,a2,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0
0,54,-6.803447062207157,86,5.986281491024382,True,-0.4671332889811936,268.7835984132281,,,,,,,,,
1,47,-7.854430609325456,61,6.732858584439342,True,-0.2679900232775316,275.11217175798043,261.9245946356524,102.64441250074272,152.84441250074275,261.7888968748143,0.00022834110302341967,1981359.720107523,0.04546120913087719,0.5895558090761558,1.0937981940302051e-26
2,58,-9.64598957690901,94,-8.450652345334532,,,,,,,,,,,,
3,25,9.95835025211533,67,0.15580828225355248,True,-1.6495726962042814,220.14887478526293,,,,,,,,,
4,30,-9.879579861237444,75,2.7201192384936164,True,-0.38379036552687146,269.3066404684533,259.07418284826093,95.1238181740683,157.49905453925464,258.87523636518637,0.0003160915390320825,1401920.5477792365,0.05542223373988716,0.5916831469595517,2.4280196335123147e-25
5,12,-8.867385223884,64,-8.286844558761215,,,,,,,,,,,,
6,14,-5.314277899312572,40,2.1194809053935586,True,-0.6168009076117325,265.55492027190144,256.6819216559538,85.79097998243299,165.6345879894598,256.3218040035134,0.0004717022280805671,403455.15771870414,0.07496891988400048,0.5948092187577037,7.19920182938275e-22
7,25,1.8267997199689123,71,0.374667354959751,True,-3.363304623107263,197.58808038874872,176.62317707460903,38.55629444081911,292.6,168.8437055591809,0.006147237327298057,31090.202601302197,0.4079625884361574,0.6377412490984615,9.252468138638621e-11
8,24,-7.427738615804342,31,3.544322081469531,True,0.5581417116540639,315.24757732643036,,,,,,,,,
9,51,7.070539462099937,68,-6.015831152293439,,,,,,,,,,,,
10,20,8.2775148769407,45,3.296660090118868,True,-0.7069943838229906,184.76417739570908,167.73689646407223,41.08506456133308,189.5,162.01493543866692,0.004504642141625707,11207.537343122063,0.3631263349049192,0.6294999208761783,4.092046372186398e-09
11,2,-3.7018862160127703,9,2.895172942391886,True,-0.7816294506375119,261.9523970255812,254.8476956744036,78.83405047488424,175.06043028493053,254.31318990502317,0.0006192869071278895,218479.232245975,0.09172844319028738,0.5973087048901884,5.1570560602763616e-20
12,36,5.563480547340962,78,-3.3915177862759194,,,,,,,,,,,,
13,14,-1.962480359061452,96,-1.7308189651851347,,,,,,,,,,,,
14,69,-6.308248115027995,88,5.375029664779792,True,-0.2620789551024349,274.84737484737497,,,,,,,,,
15,39,-5.8791745921673915,97,-4.489064818477626,,,,,,,,,,,,
16,48,4.2905277760864,89,-2.3828637622534954,,,,,,,,,,,,
17,29,-8.0630121788611,82,-5.411437195013626,,,,,,,,,,,,
18,75,4.567537817779801,99,-2.8963263813807654,,,,,,,,,,,,
19,33,8.088249322883009,81,6.728519278602441,True,-1.6200236075121914,258.12370432253476,,,,,,,,,
