2.1597e-8      4.6116e-10
2.1538e-8      6.4525e-10
2.1538e-8      1.0147e-9
2.1479e-8      1.6192e-9
2.1479e-8      2.3670e-9
2.1479e-8      3.7224e-9
2.1479e-8      7.5035e-9
2.1420e-8      1.2328e-8
2.1303e-8      2.3441e-8
2.1187e-8      5.0094e-8
2.1071e-8      1.0550e-7
2.1013e-8      1.4979e-7
2.1128e-8      2.3556e-7
2.1245e-8      3.7043e-7
2.1420e-8      5.4152e-7
2.1538e-8      7.4671e-7
2.1597e-8      9.5713e-7
2.1836e-8      9.5713e-7
2.1836e-8      7.3588e-7
2.1956e-8      5.8254e-7
2.2077e-8      4.6116e-7
2.2259e-8      3.3936e-7
2.2259e-8      2.4973e-7
2.2382e-8      1.6350e-7
2.2321e-8      1.2032e-7
2.2321e-8      8.2306e-8
2.2259e-8      5.4682e-8
2.2198e-8      3.7406e-8
2.2138e-8      2.4136e-8
2.2077e-8      1.6510e-8
2.2077e-8      1.2881e-8
2.2077e-8      1.0197e-8
2.2016e-8      7.3947e-9
2.1896e-8      4.9128e-9
2.1896e-8      3.6153e-9
2.1896e-8      2.9040e-9
2.1896e-8      2.2327e-9
2.1896e-8      1.8738e-9
2.1896e-8      1.5957e-9
2.1896e-8      1.0147e-9
2.1836e-8      6.4525e-10
2.1836e-8      4.8181e-10

