1.7245e-8      2.1897e-10
1.7198e-8      3.4435e-10
1.7198e-8      5.0339e-10
1.7245e-8      6.9412e-10
1.7245e-8      1.0000e-9
1.7293e-8      1.4619e-9
1.7245e-8      1.8738e-9
1.7245e-8      2.6604e-9
1.7293e-8      3.6153e-9
1.7293e-8      4.9128e-9
1.7293e-8      6.8740e-9
1.7293e-8      8.9408e-9
1.7340e-8      1.2150e-8
1.7388e-8      1.6035e-8
1.7436e-8      2.1163e-8
1.7436e-8      2.8342e-8
1.7483e-8      3.8514e-8
1.7580e-8      4.8652e-8
1.7628e-8      5.8824e-8
1.7628e-8      7.0092e-8
1.7628e-8      8.7258e-8
1.7676e-8      1.1023e-7
1.7628e-8      1.4129e-7
1.7628e-8      1.8377e-7
1.7628e-8      2.2877e-7
1.7628e-8      2.5713e-7
1.7774e-8      2.5713e-7
1.7823e-8      2.2546e-7
1.7872e-8      1.8110e-7
1.7872e-8      1.4337e-7
1.7872e-8      1.0863e-7
1.7921e-8      8.7258e-8
1.7872e-8      6.8074e-8
1.8019e-8      4.8652e-8
1.8019e-8      3.5802e-8
1.8019e-8      2.5588e-8
1.8118e-8      1.7504e-8
1.8168e-8      1.3856e-8
1.8268e-8      1.0810e-8
1.8218e-8      8.8111e-9
1.8218e-8      6.5793e-9
1.8268e-8      4.0633e-9
1.8218e-8      2.9468e-9
1.8218e-8      2.1370e-9
1.8318e-8      1.5273e-9
1.8268e-8      1.0916e-9
1.8268e-8      8.5159e-10
1.8268e-8      5.6577e-10
1.8218e-8      3.9849e-10
1.8318e-8      2.6091e-10

