1.1647e-8      8.2306e-11
1.1647e-8      1.0863e-10
1.1647e-8      1.6113e-10
1.1647e-8      2.6091e-10
1.1615e-8      4.1634e-10
1.1584e-8      6.1759e-10
1.1584e-8      9.5713e-10
1.1584e-8      1.3789e-9
1.1520e-8      2.3670e-9
1.1552e-8      3.8891e-9
1.1520e-8      5.8539e-9
1.1520e-8      8.9408e-9
1.1489e-8      1.2694e-8
1.1489e-8      2.0554e-8
1.1489e-8      3.1393e-8
1.1489e-8      4.2042e-8
1.1552e-8      5.6303e-8
1.1647e-8      7.6510e-8
1.1711e-8      9.8072e-8
1.1776e-8      1.2389e-7
1.1776e-8      1.5650e-7
1.1776e-8      1.6591e-7
1.1873e-8      1.6591e-7
1.1939e-8      1.5199e-7
1.1939e-8      1.3327e-7
1.1971e-8      1.0397e-7
1.2104e-8      8.1113e-8
1.2170e-8      6.2363e-8
1.2204e-8      4.5226e-8
1.2237e-8      3.0938e-8
1.2237e-8      2.0554e-8
1.2237e-8      1.4906e-8
1.2237e-8      9.9031e-9
1.2204e-8      5.8539e-9
1.2170e-8      3.8327e-9
1.2170e-8      2.4372e-9
1.2170e-8      1.7419e-9
1.2170e-8      1.2449e-9
1.2104e-8      7.8015e-10
1.2104e-8      4.6116e-10
1.2104e-8      3.1546e-10
1.2070e-8      2.0654e-10
1.2070e-8      1.4762e-10
1.2037e-8      1.0397e-10
1.2037e-8      8.1113e-11

