2.4910e-8      9.8550e-10
2.4979e-8      1.4198e-9
2.4979e-8      2.7393e-9
2.4979e-8      3.8891e-9
2.4979e-8      5.6853e-9
2.5048e-8      8.6834e-9
2.5048e-8      1.2881e-8
2.5185e-8      1.8022e-8
2.5185e-8      2.3786e-8
2.5255e-8      3.1855e-8
2.5255e-8      5.0094e-8
2.5324e-8      6.9075e-8
2.5394e-8      9.8072e-8
2.5463e-8      1.2756e-7
2.5533e-8      1.8110e-7
2.5533e-8      2.4254e-7
2.5533e-8      3.1546e-7
2.5463e-8      3.8702e-7
2.5744e-8      3.9272e-7
2.5674e-8      3.1089e-7
2.5744e-8      2.4254e-7
2.5744e-8      1.7848e-7
2.5744e-8      1.2571e-7
2.5815e-8      9.8072e-8
2.5957e-8      5.9690e-8
2.5957e-8      5.0094e-8
2.6100e-8      3.3771e-8
2.6172e-8      2.5217e-8
2.6172e-8      1.8557e-8
2.6316e-8      1.4267e-8
2.6244e-8      1.0969e-8
2.6388e-8      8.1907e-9
2.6388e-8      6.0274e-9
2.6388e-8      4.9128e-9
2.6316e-8      3.7772e-9
2.6316e-8      2.7393e-9
2.6316e-8      1.9577e-9
2.6316e-8      1.5498e-9
2.6316e-8      1.3198e-9
2.6316e-8      1.0000e-9

