1.3582e-8      1.0550e-10
1.3508e-8      2.5713e-10
1.3545e-8      4.4139e-10
1.3545e-8      7.2521e-10
1.3508e-8      1.2818e-9
1.3471e-8      1.9294e-9
1.3434e-8      3.3120e-9
1.3434e-8      5.4416e-9
1.3434e-8      8.8111e-9
1.3434e-8      1.4060e-8
1.3434e-8      2.3786e-8
1.3434e-8      5.8824e-8
1.3434e-8      9.8072e-8
1.3545e-8      1.4762e-7
1.3657e-8      2.0355e-7
1.3808e-8      3.2010e-7
1.3922e-8      3.1546e-7
1.3922e-8      2.7661e-7
1.3960e-8      2.3556e-7
1.4076e-8      1.8922e-7
1.4231e-8      1.3134e-7
1.4270e-8      8.4746e-8
1.4309e-8      5.6303e-8
1.4309e-8      3.9081e-8
1.4309e-8      2.4851e-8
1.4309e-8      1.8022e-8
1.4309e-8      1.1629e-8
1.4309e-8      8.6834e-9
1.4270e-8      5.6853e-9
1.4270e-8      3.6684e-9
1.4270e-8      2.0454e-9
1.4231e-8      1.2449e-9
1.4192e-8      8.1509e-10
1.4192e-8      5.9111e-10
1.4192e-8      4.2868e-10
1.4192e-8      2.7260e-10
1.4153e-8      1.6835e-10
1.4153e-8      1.2943e-10

