1.5752e-8      4.9128e-9
1.5752e-8      5.8539e-9
1.5709e-8      6.9751e-9
1.5709e-8      8.3112e-9
1.5709e-8      1.0347e-8
1.5666e-8      1.3262e-8
1.5623e-8      1.6510e-8
1.5537e-8      2.3786e-8
1.5410e-8      3.4772e-8
1.5284e-8      5.0094e-8
1.5242e-8      6.5156e-8
1.5326e-8      8.1113e-8
1.5410e-8      1.0397e-7
1.5495e-8      1.2571e-7
1.5580e-8      1.5423e-7
1.5666e-8      2.0958e-7
1.5666e-8      2.6475e-7
1.5709e-8      3.0194e-7
1.5839e-8      2.9756e-7
1.5882e-8      2.6864e-7
1.5882e-8      2.1897e-7
1.5970e-8      1.7848e-7
1.6058e-8      1.3722e-7
1.6279e-8      9.2507e-8
1.6324e-8      7.1123e-8
1.6324e-8      5.3108e-8
1.6235e-8      3.9656e-8
1.6146e-8      2.9611e-8
1.6014e-8      2.3101e-8
1.5926e-8      1.8022e-8
1.5926e-8      1.4690e-8
1.5882e-8      1.2694e-8
1.5882e-8      1.0049e-8
1.5839e-8      8.0719e-9
1.5839e-8      6.9751e-9
1.5882e-8      5.6853e-9
1.5795e-8      4.9851e-9

