3.9394e-9      2.9324e-10
3.9394e-9      4.1031e-10
3.9286e-9      5.8254e-10
3.9071e-9      7.4671e-10
3.8857e-9      1.0916e-9
3.8327e-9      1.5957e-9
3.8222e-9      2.0755e-9
3.8222e-9      2.2989e-9
3.8538e-9      2.8619e-9
3.8857e-9      3.2639e-9
3.9286e-9      3.7224e-9
3.9394e-9      4.4354e-9
3.9611e-9      4.4354e-9
3.9720e-9      3.8327e-9
3.9938e-9      3.4101e-9
4.0490e-9      2.9468e-9
4.0601e-9      2.5464e-9
4.0937e-9      2.1370e-9
4.0825e-9      1.8199e-9
4.0601e-9      1.5273e-9
4.0379e-9      1.2269e-9
4.0158e-9      1.0000e-9
3.9938e-9      8.0327e-10
3.9829e-9      6.8406e-10
3.9829e-9      5.5757e-10
3.9720e-9      4.1031e-10
3.9720e-9      2.9324e-10

