9.8249e-9      1.4548e-10
9.8249e-9      1.9482e-10
9.8249e-9      3.0638e-10
9.7980e-9      4.4788e-10
9.7980e-9      6.4525e-10
9.7711e-9      9.0282e-10
9.7711e-9      1.2091e-9
9.7177e-9      1.8199e-9
9.7177e-9      2.5094e-9
9.6645e-9      3.8327e-9
9.6380e-9      5.2850e-9
9.5852e-9      7.0777e-9
9.5590e-9      9.7595e-9
9.5590e-9      1.3457e-8
9.6116e-9      1.7761e-8
9.6380e-9      2.3101e-8
9.7177e-9      2.9182e-8
9.7711e-9      3.5802e-8
9.7980e-9      4.7947e-8
9.7980e-9      5.9690e-8
9.7980e-9      7.2169e-8
9.8519e-9      7.1123e-8
9.8790e-9      5.8824e-8
9.9334e-9      4.6567e-8
9.9880e-9      3.3771e-8
1.0071e-8      2.3101e-8
1.0182e-8      1.6271e-8
1.0182e-8      1.1974e-8
1.0126e-8      8.0719e-9
1.0126e-8      5.9400e-9
1.0071e-8      4.1837e-9
1.0043e-8      2.9040e-9
1.0015e-8      2.2004e-9
9.9880e-9      1.5273e-9
9.9334e-9      1.0448e-9
9.9607e-9      8.1509e-10
9.9334e-9      5.9981e-10
9.9334e-9      4.4139e-10
9.9334e-9      2.8899e-10
9.9061e-9      1.9482e-10
9.8790e-9      1.4762e-10

